State,Gender,Race,Year,Deaths,Population
Georgia,Male,Black or African American,1999,21,1104549
Georgia,Male,Black or African American,2000,36,1130433
Georgia,Male,Black or African American,2000,17,1130433
Georgia,Male,Black or African American,2001,52,1164928
Georgia,Male,Black or African American,2001,22,1164928
Georgia,Male,Black or African American,2002,65,1188862
Georgia,Male,Black or African American,2002,20,1188862
Georgia,Male,Black or African American,2003,61,1209405
Georgia,Male,Black or African American,2003,25,1209405
Georgia,Male,Black or African American,2004,56,1241619
Georgia,Male,Black or African American,2004,17,1241619
Georgia,Male,Black or African American,2005,77,1269514
Georgia,Male,Black or African American,2005,16,1269514
Georgia,Male,Black or African American,2006,82,1318673
Georgia,Male,Black or African American,2006,20,1318673
Georgia,Male,Black or African American,2007,85,1356433
Georgia,Male,Black or African American,2007,13,1356433
Georgia,Male,Black or African American,2008,81,1390436
Georgia,Male,Black or African American,2008,14,1390436
Georgia,Male,Black or African American,2009,83,1418697
Georgia,Male,Black or African American,2009,16,1418697
Georgia,Male,Black or African American,2010,64,1433466
Georgia,Male,Black or African American,2010,18,1433466
Georgia,Male,Black or African American,2011,66,1464301
Georgia,Male,Black or African American,2011,10,1464301
Georgia,Male,Black or African American,2012,71,1487790
Georgia,Male,Black or African American,2012,14,1487790
Georgia,Male,Black or African American,2013,78,1505843
Georgia,Male,Black or African American,2014,80,1529579
Georgia,Male,Black or African American,2014,15,1529579
Georgia,Male,Black or African American,2015,125,1556114
Georgia,Male,Black or African American,2015,14,1556114
Georgia,Male,Black or African American,2016,133,1585076
Georgia,Male,Black or African American,2016,23,1585076
Georgia,Male,Black or African American,2017,155,1614138
Georgia,Male,Black or African American,2017,26,1614138
Georgia,Male,Black or African American,2018,174,1638011
Georgia,Male,Black or African American,2018,37,1638011
Georgia,Male,White,1999,99,2747297
Georgia,Male,White,1999,17,2747297
Georgia,Male,White,1999,26,2747297
Georgia,Male,White,2000,130,2787360
Georgia,Male,White,2000,34,2787360
Georgia,Male,White,2000,11,2787360
Georgia,Male,White,2000,27,2787360
Georgia,Male,White,2001,211,2836389
Georgia,Male,White,2001,40,2836389
Georgia,Male,White,2001,30,2836389
Georgia,Male,White,2002,235,2863301
Georgia,Male,White,2002,39,2863301
Georgia,Male,White,2002,16,2863301
Georgia,Male,White,2002,22,2863301
Georgia,Male,White,2003,244,2882539
Georgia,Male,White,2003,29,2882539
Georgia,Male,White,2003,17,2882539
Georgia,Male,White,2003,32,2882539
Georgia,Male,White,2004,280,2919529
Georgia,Male,White,2004,25,2919529
Georgia,Male,White,2004,15,2919529
Georgia,Male,White,2004,28,2919529
Georgia,Male,White,2005,326,2947221
Georgia,Male,White,2005,33,2947221
Georgia,Male,White,2005,33,2947221
Georgia,Male,White,2006,366,3001381
Georgia,Male,White,2006,28,3001381
Georgia,Male,White,2006,15,3001381
Georgia,Male,White,2006,33,3001381
Georgia,Male,White,2007,413,3040753
Georgia,Male,White,2007,35,3040753
Georgia,Male,White,2007,19,3040753
Georgia,Male,White,2007,20,3040753
Georgia,Male,White,2008,426,3072335
Georgia,Male,White,2008,40,3072335
Georgia,Male,White,2008,19,3072335
Georgia,Male,White,2008,15,3072335
Georgia,Male,White,2009,429,3090882
Georgia,Male,White,2009,35,3090882
Georgia,Male,White,2009,21,3090882
Georgia,Male,White,2010,449,3096065
Georgia,Male,White,2010,62,3096065
Georgia,Male,White,2010,18,3096065
Georgia,Male,White,2010,24,3096065
Georgia,Male,White,2011,462,3131228
Georgia,Male,White,2011,45,3131228
Georgia,Male,White,2011,22,3131228
Georgia,Male,White,2012,443,3147675
Georgia,Male,White,2012,42,3147675
Georgia,Male,White,2012,25,3147675
Georgia,Male,White,2013,459,3152527
Georgia,Male,White,2013,55,3152527
Georgia,Male,White,2013,11,3152527
Georgia,Male,White,2013,26,3152527
Georgia,Male,White,2014,535,3163440
Georgia,Male,White,2014,42,3163440
Georgia,Male,White,2014,12,3163440
Georgia,Male,White,2014,28,3163440
Georgia,Male,White,2015,560,3177934
Georgia,Male,White,2015,36,3177934
Georgia,Male,White,2015,10,3177934
Georgia,Male,White,2015,33,3177934
Georgia,Male,White,2016,633,3183060
Georgia,Male,White,2016,40,3183060
Georgia,Male,White,2016,16,3183060
Georgia,Male,White,2016,30,3183060
Georgia,Male,White,2017,732,3198419
Georgia,Male,White,2017,32,3198419
Georgia,Male,White,2017,13,3198419
Georgia,Male,White,2017,26,3198419
Georgia,Male,White,2018,610,3206710
Georgia,Male,White,2018,44,3206710
Georgia,Male,White,2018,15,3206710
Georgia,Male,White,2018,26,3206710
Hawaii,Female,Asian or Pacific Islander,2006,11,449999
Hawaii,Female,Asian or Pacific Islander,2011,15,470061
Hawaii,Female,Asian or Pacific Islander,2013,18,474340
Hawaii,Female,Asian or Pacific Islander,2014,11,478455
Hawaii,Female,Asian or Pacific Islander,2015,13,480317
Hawaii,Female,Asian or Pacific Islander,2016,26,487551
Hawaii,Female,Asian or Pacific Islander,2017,25,488650
Hawaii,Female,Asian or Pacific Islander,2018,25,486758
Hawaii,Female,White,2005,13,182612
Hawaii,Female,White,2008,13,188597
Hawaii,Female,White,2008,10,188597
Hawaii,Female,White,2010,12,191808
Hawaii,Female,White,2010,11,191808
Hawaii,Female,White,2011,15,195507
Hawaii,Female,White,2011,12,195507
Hawaii,Female,White,2012,19,196171
Hawaii,Female,White,2013,20,199057
Hawaii,Female,White,2014,22,201082
Hawaii,Female,White,2014,10,201082
Hawaii,Female,White,2015,19,202755
Hawaii,Female,White,2016,19,202554
Hawaii,Female,White,2017,18,201986
Hawaii,Female,White,2018,23,201768
Hawaii,Male,Asian or Pacific Islander,2001,12,399214
Hawaii,Male,Asian or Pacific Islander,2002,19,401380
Hawaii,Male,Asian or Pacific Islander,2003,16,404955
Hawaii,Male,Asian or Pacific Islander,2004,26,411795
Hawaii,Male,Asian or Pacific Islander,2004,11,411795
Hawaii,Male,Asian or Pacific Islander,2005,26,416408
Hawaii,Male,Asian or Pacific Islander,2006,16,420883
Hawaii,Male,Asian or Pacific Islander,2006,20,420883
Hawaii,Male,Asian or Pacific Islander,2007,25,424607
Hawaii,Male,Asian or Pacific Islander,2008,28,429288
Hawaii,Male,Asian or Pacific Islander,2009,51,434708
Hawaii,Male,Asian or Pacific Islander,2010,42,439823
Hawaii,Male,Asian or Pacific Islander,2011,35,439115
Hawaii,Male,Asian or Pacific Islander,2011,11,439115
Hawaii,Male,Asian or Pacific Islander,2012,39,443118
Hawaii,Male,Asian or Pacific Islander,2013,42,441496
Hawaii,Male,Asian or Pacific Islander,2014,39,444527
Hawaii,Male,Asian or Pacific Islander,2015,60,446910
Hawaii,Male,Asian or Pacific Islander,2016,67,455403
Hawaii,Male,Asian or Pacific Islander,2017,61,455632
Hawaii,Male,Asian or Pacific Islander,2017,11,455632
Hawaii,Male,Asian or Pacific Islander,2018,91,453243
Hawaii,Male,Asian or Pacific Islander,2018,10,453243
Hawaii,Male,White,1999,17,193399
Hawaii,Male,White,1999,15,193399
Hawaii,Male,White,2000,15,191947
Hawaii,Male,White,2001,20,195809
Hawaii,Male,White,2002,18,199498
Hawaii,Male,White,2003,35,200373
Hawaii,Male,White,2004,30,203284
Hawaii,Male,White,2004,11,203284
Hawaii,Male,White,2005,27,208973
Hawaii,Male,White,2005,12,208973
Hawaii,Male,White,2006,26,213623
Hawaii,Male,White,2006,10,213623
Hawaii,Male,White,2006,14,213623
Hawaii,Male,White,2007,41,211761
Hawaii,Male,White,2007,20,211761
Hawaii,Male,White,2008,31,215178
Hawaii,Male,White,2009,28,216237
Hawaii,Male,White,2009,11,216237
Hawaii,Male,White,2010,35,218625
Hawaii,Male,White,2011,42,224515
Hawaii,Male,White,2011,20,224515
Hawaii,Male,White,2012,26,230713
Hawaii,Male,White,2012,11,230713
Hawaii,Male,White,2012,14,230713
Hawaii,Male,White,2013,37,237827
Hawaii,Male,White,2013,10,237827
Hawaii,Male,White,2014,38,241639
Hawaii,Male,White,2014,12,241639
Hawaii,Male,White,2015,42,244970
Hawaii,Male,White,2016,49,233083
Hawaii,Male,White,2017,51,231334
Hawaii,Male,White,2018,51,228729
Idaho,Female,White,1999,14,616853
Idaho,Female,White,2000,13,623629
Idaho,Female,White,2001,19,634947
Idaho,Female,White,2001,12,634947
Idaho,Female,White,2002,35,644420
Idaho,Female,White,2002,13,644420
Idaho,Female,White,2003,26,654457
Idaho,Female,White,2003,12,654457
Idaho,Female,White,2004,29,666462
Idaho,Female,White,2004,10,666462
Idaho,Female,White,2005,17,683535
Idaho,Female,White,2005,10,683535
Idaho,Female,White,2006,33,702170
Idaho,Female,White,2006,15,702170
Idaho,Female,White,2007,44,718285
Idaho,Female,White,2007,12,718285
Idaho,Female,White,2008,37,731524
Idaho,Female,White,2008,17,731524
Idaho,Female,White,2008,15,731524
Idaho,Female,White,2009,51,740921
Idaho,Female,White,2009,26,740921
Idaho,Female,White,2009,15,740921
Idaho,Female,White,2010,63,746964
Idaho,Female,White,2010,17,746964
Idaho,Female,White,2010,13,746964
Idaho,Female,White,2011,52,754055
Idaho,Female,White,2011,24,754055
Idaho,Female,White,2011,13,754055
Idaho,Female,White,2012,51,759166
Idaho,Female,White,2012,14,759166
Idaho,Female,White,2012,20,759166
Idaho,Female,White,2013,62,765725
Idaho,Female,White,2013,21,765725
Idaho,Female,White,2013,13,765725
Idaho,Female,White,2014,77,775247
Idaho,Female,White,2014,26,775247
Idaho,Female,White,2015,65,783965
Idaho,Female,White,2015,27,783965
Idaho,Female,White,2015,14,783965
Idaho,Female,White,2016,74,796584
Idaho,Female,White,2016,20,796584
Idaho,Female,White,2016,10,796584
Idaho,Female,White,2017,75,811143
Idaho,Female,White,2017,19,811143
Idaho,Female,White,2018,78,827569
Idaho,Female,White,2018,17,827569
Idaho,Male,White,1999,24,619156
Idaho,Male,White,2000,19,626909
Idaho,Male,White,2000,13,626909
Idaho,Male,White,2001,36,638757
Idaho,Male,White,2001,11,638757
Idaho,Male,White,2002,37,647518
Idaho,Male,White,2002,15,647518
Idaho,Male,White,2003,30,658114
Idaho,Male,White,2003,14,658114
Idaho,Male,White,2003,10,658114
Idaho,Male,White,2003,10,658114
Idaho,Male,White,2004,35,671918
Idaho,Male,White,2005,44,687759
Idaho,Male,White,2005,11,687759
Idaho,Male,White,2005,12,687759
Idaho,Male,White,2006,51,706286
Idaho,Male,White,2006,11,706286
Idaho,Male,White,2006,10,706286
Idaho,Male,White,2007,43,722964
Idaho,Male,White,2007,10,722964
Idaho,Male,White,2008,53,736219
Idaho,Male,White,2008,13,736219
Idaho,Male,White,2009,42,744244
Idaho,Male,White,2009,16,744244
Idaho,Male,White,2009,13,744244
Idaho,Male,White,2010,51,749820
Idaho,Male,White,2010,15,749820
Idaho,Male,White,2010,14,749820
Idaho,Male,White,2011,62,756234
Idaho,Male,White,2011,19,756234
Idaho,Male,White,2011,18,756234
Idaho,Male,White,2012,57,760550
Idaho,Male,White,2012,12,760550
Idaho,Male,White,2012,19,760550
Idaho,Male,White,2013,73,767626
Idaho,Male,White,2013,17,767626
Idaho,Male,White,2013,13,767626
Idaho,Male,White,2014,65,777360
Idaho,Male,White,2014,18,777360
Idaho,Male,White,2014,12,777360
Idaho,Male,White,2015,78,786075
Idaho,Male,White,2015,19,786075
Idaho,Male,White,2016,101,799859
Idaho,Male,White,2016,17,799859
Idaho,Male,White,2016,14,799859
Idaho,Male,White,2017,100,815294
Idaho,Male,White,2017,16,815294
Idaho,Male,White,2017,10,815294
Idaho,Male,White,2017,18,815294
Idaho,Male,White,2018,115,832459
Idaho,Male,White,2018,16,832459
Idaho,Male,White,2018,15,832459
Illinois,Female,Black or African American,1999,70,1020831
Illinois,Female,Black or African American,2000,81,1026401
Illinois,Female,Black or African American,2001,67,1029945
Illinois,Female,Black or African American,2002,69,1030826
Illinois,Female,Black or African American,2003,70,1031418
Illinois,Female,Black or African American,2004,77,1031428
Illinois,Female,Black or African American,2005,72,1031313
Illinois,Female,Black or African American,2005,12,1031313
Illinois,Female,Black or African American,2006,92,1032676
Illinois,Female,Black or African American,2007,91,1034950
Illinois,Female,Black or African American,2008,76,1037454
Illinois,Female,Black or African American,2009,67,1040782
Illinois,Female,Black or African American,2010,62,1043388
Illinois,Female,Black or African American,2011,64,1046101
Illinois,Female,Black or African American,2012,79,1043653
Illinois,Female,Black or African American,2013,78,1041334
Illinois,Female,Black or African American,2014,101,1040396
Illinois,Female,Black or African American,2015,93,1038136
Illinois,Female,Black or African American,2016,142,1032364
Illinois,Female,Black or African American,2017,170,1030322
Illinois,Female,Black or African American,2018,185,1025684
Illinois,Female,White,1999,86,5045484
Illinois,Female,White,1999,52,5045484
Illinois,Female,White,1999,10,5045484
Illinois,Female,White,2000,104,5056749
Illinois,Female,White,2000,45,5056749
Illinois,Female,White,2000,10,5056749
Illinois,Female,White,2000,11,5056749
Illinois,Female,White,2001,115,5069579
Illinois,Female,White,2001,60,5069579
Illinois,Female,White,2001,18,5069579
Illinois,Female,White,2001,11,5069579
Illinois,Female,White,2002,152,5074378
Illinois,Female,White,2002,68,5074378
Illinois,Female,White,2002,14,5074378
Illinois,Female,White,2002,14,5074378
Illinois,Female,White,2003,140,5077409
Illinois,Female,White,2003,46,5077409
Illinois,Female,White,2004,164,5078001
Illinois,Female,White,2004,50,5078001
Illinois,Female,White,2004,19,5078001
Illinois,Female,White,2004,10,5078001
Illinois,Female,White,2005,185,5076409
Illinois,Female,White,2005,58,5076409
Illinois,Female,White,2005,13,5076409
Illinois,Female,White,2006,207,5079323
Illinois,Female,White,2006,68,5079323
Illinois,Female,White,2006,13,5079323
Illinois,Female,White,2007,239,5091715
Illinois,Female,White,2007,66,5091715
Illinois,Female,White,2007,13,5091715
Illinois,Female,White,2008,246,5103088
Illinois,Female,White,2008,77,5103088
Illinois,Female,White,2008,20,5103088
Illinois,Female,White,2008,12,5103088
Illinois,Female,White,2009,250,5114689
Illinois,Female,White,2009,97,5114689
Illinois,Female,White,2009,20,5114689
Illinois,Female,White,2010,270,5121488
Illinois,Female,White,2010,66,5121488
Illinois,Female,White,2010,23,5121488
Illinois,Female,White,2010,12,5121488
Illinois,Female,White,2011,295,5126668
Illinois,Female,White,2011,68,5126668
Illinois,Female,White,2011,22,5126668
Illinois,Female,White,2011,11,5126668
Illinois,Female,White,2012,315,5119173
Illinois,Female,White,2012,78,5119173
Illinois,Female,White,2012,28,5119173
Illinois,Female,White,2012,10,5119173
Illinois,Female,White,2013,300,5109978
Illinois,Female,White,2013,83,5109978
Illinois,Female,White,2013,37,5109978
Illinois,Female,White,2014,361,5100151
Illinois,Female,White,2014,98,5100151
Illinois,Female,White,2014,29,5100151
Illinois,Female,White,2015,419,5075970
Illinois,Female,White,2015,84,5075970
Illinois,Female,White,2015,29,5075970
Illinois,Female,White,2015,10,5075970
Illinois,Female,White,2016,452,5045781
Illinois,Female,White,2016,83,5045781
Illinois,Female,White,2016,31,5045781
Illinois,Female,White,2016,17,5045781
Illinois,Female,White,2017,552,5035637
Illinois,Female,White,2017,84,5035637
Illinois,Female,White,2017,20,5035637
Illinois,Female,White,2018,504,5000543
Illinois,Female,White,2018,87,5000543
Illinois,Female,White,2018,27,5000543
Illinois,Female,White,2018,10,5000543
Illinois,Male,Asian or Pacific Islander,2016,14,364050
Illinois,Male,Asian or Pacific Islander,2017,16,374127
Illinois,Male,Asian or Pacific Islander,2018,10,383597
Illinois,Male,Black or African American,1999,197,902429
Illinois,Male,Black or African American,1999,18,902429
Illinois,Male,Black or African American,2000,202,907401
Illinois,Male,Black or African American,2000,11,907401
Illinois,Male,Black or African American,2001,174,910304
Illinois,Male,Black or African American,2001,12,910304
Illinois,Male,Black or African American,2002,182,911417
Illinois,Male,Black or African American,2003,141,910922
Illinois,Male,Black or African American,2004,173,913045
Illinois,Male,Black or African American,2004,15,913045
Illinois,Male,Black or African American,2005,184,913540
Illinois,Male,Black or African American,2005,13,913540
Illinois,Male,Black or African American,2006,307,915160
Illinois,Male,Black or African American,2006,15,915160
Illinois,Male,Black or African American,2007,173,916207
Illinois,Male,Black or African American,2007,12,916207
Illinois,Male,Black or African American,2008,162,917777
Illinois,Male,Black or African American,2008,12,917777
Illinois,Male,Black or African American,2009,180,920044
Illinois,Male,Black or African American,2010,121,922454
Illinois,Male,Black or African American,2010,10,922454
Illinois,Male,Black or African American,2011,164,925704
Illinois,Male,Black or African American,2011,15,925704
Illinois,Male,Black or African American,2012,173,924755
Illinois,Male,Black or African American,2013,184,923844
Illinois,Male,Black or African American,2014,183,923994
Illinois,Male,Black or African American,2015,209,924442
Illinois,Male,Black or African American,2016,390,921472
Illinois,Male,Black or African American,2017,501,919949
Illinois,Male,Black or African American,2017,11,919949
Illinois,Male,Black or African American,2018,535,914607
Illinois,Male,Black or African American,2018,13,914607
Illinois,Male,White,1999,336,4906281
Illinois,Male,White,1999,38,4906281
Illinois,Male,White,1999,18,4906281
Illinois,Male,White,1999,13,4906281
Illinois,Male,White,2000,343,4924771
Illinois,Male,White,2000,55,4924771
Illinois,Male,White,2000,13,4924771
Illinois,Male,White,2000,15,4924771
Illinois,Male,White,2001,372,4945920
Illinois,Male,White,2001,52,4945920
Illinois,Male,White,2001,17,4945920
Illinois,Male,White,2001,11,4945920
Illinois,Male,White,2002,409,4953956
Illinois,Male,White,2002,58,4953956
Illinois,Male,White,2002,17,4953956
Illinois,Male,White,2002,17,4953956
Illinois,Male,White,2003,349,4959900
Illinois,Male,White,2003,62,4959900
Illinois,Male,White,2003,10,4959900
Illinois,Male,White,2004,456,4969832
Illinois,Male,White,2004,60,4969832
Illinois,Male,White,2004,22,4969832
Illinois,Male,White,2004,16,4969832
Illinois,Male,White,2005,477,4969968
Illinois,Male,White,2005,48,4969968
Illinois,Male,White,2005,16,4969968
Illinois,Male,White,2005,35,4969968
Illinois,Male,White,2006,599,4975113
Illinois,Male,White,2006,60,4975113
Illinois,Male,White,2006,18,4975113
Illinois,Male,White,2007,515,4986628
Illinois,Male,White,2007,57,4986628
Illinois,Male,White,2007,14,4986628
Illinois,Male,White,2007,23,4986628
Illinois,Male,White,2008,625,4999575
Illinois,Male,White,2008,74,4999575
Illinois,Male,White,2008,32,4999575
Illinois,Male,White,2008,30,4999575
Illinois,Male,White,2009,624,5009049
Illinois,Male,White,2009,76,5009049
Illinois,Male,White,2009,30,5009049
Illinois,Male,White,2009,26,5009049
Illinois,Male,White,2010,617,5015227
Illinois,Male,White,2010,78,5015227
Illinois,Male,White,2010,25,5015227
Illinois,Male,White,2010,30,5015227
Illinois,Male,White,2011,660,5025610
Illinois,Male,White,2011,80,5025610
Illinois,Male,White,2011,25,5025610
Illinois,Male,White,2011,19,5025610
Illinois,Male,White,2012,813,5021494
Illinois,Male,White,2012,86,5021494
Illinois,Male,White,2012,26,5021494
Illinois,Male,White,2012,15,5021494
Illinois,Male,White,2013,738,5019504
Illinois,Male,White,2013,82,5019504
Illinois,Male,White,2013,29,5019504
Illinois,Male,White,2013,16,5019504
Illinois,Male,White,2014,777,5001279
Illinois,Male,White,2014,85,5001279
Illinois,Male,White,2014,36,5001279
Illinois,Male,White,2014,11,5001279
Illinois,Male,White,2015,850,4982802
Illinois,Male,White,2015,79,4982802
Illinois,Male,White,2015,29,4982802
Illinois,Male,White,2015,19,4982802
Illinois,Male,White,2016,1142,4960782
Illinois,Male,White,2016,68,4960782
Illinois,Male,White,2016,12,4960782
Illinois,Male,White,2016,40,4960782
Illinois,Male,White,2016,17,4960782
Illinois,Male,White,2017,1283,4952763
Illinois,Male,White,2017,79,4952763
Illinois,Male,White,2017,13,4952763
Illinois,Male,White,2017,29,4952763
Illinois,Male,White,2018,1228,4917103
Illinois,Male,White,2018,65,4917103
Illinois,Male,White,2018,33,4917103
Illinois,Male,White,2018,19,4917103
Indiana,Female,Black or African American,2007,11,317941
Indiana,Female,Black or African American,2008,13,323939
Indiana,Female,Black or African American,2009,18,329602
Indiana,Female,Black or African American,2010,21,334047
Indiana,Female,Black or African American,2011,10,338795
Indiana,Female,Black or African American,2012,19,342234
Indiana,Female,Black or African American,2013,24,346630
Indiana,Female,Black or African American,2014,19,350647
Indiana,Female,Black or African American,2015,27,354442
Indiana,Female,Black or African American,2016,30,357781
Indiana,Female,Black or African American,2017,62,362843
Indiana,Female,Black or African American,2018,45,367906
Indiana,Female,White,1999,25,2768991
Indiana,Female,White,1999,25,2768991
Indiana,Female,White,1999,13,2768991
Indiana,Female,White,1999,24,2768991
Indiana,Female,White,2000,37,2776738
Indiana,Female,White,2000,28,2776738
Indiana,Female,White,2000,10,2776738
Indiana,Female,White,2000,15,2776738
Indiana,Female,White,2001,35,2789280
Indiana,Female,White,2001,37,2789280
Indiana,Female,White,2001,20,2789280
Indiana,Female,White,2001,22,2789280
Indiana,Female,White,2002,48,2794992
Indiana,Female,White,2002,35,2794992
Indiana,Female,White,2002,25,2794992
Indiana,Female,White,2002,20,2794992
Indiana,Female,White,2003,83,2805787
Indiana,Female,White,2003,47,2805787
Indiana,Female,White,2003,35,2805787
Indiana,Female,White,2003,20,2805787
Indiana,Female,White,2004,100,2814221
Indiana,Female,White,2004,47,2814221
Indiana,Female,White,2004,49,2814221
Indiana,Female,White,2004,20,2814221
Indiana,Female,White,2005,132,2827616
Indiana,Female,White,2005,43,2827616
Indiana,Female,White,2005,63,2827616
Indiana,Female,White,2005,13,2827616
Indiana,Female,White,2006,145,2843846
Indiana,Female,White,2006,57,2843846
Indiana,Female,White,2006,64,2843846
Indiana,Female,White,2007,168,2857687
Indiana,Female,White,2007,55,2857687
Indiana,Female,White,2007,67,2857687
Indiana,Female,White,2007,12,2857687
Indiana,Female,White,2008,180,2870969
Indiana,Female,White,2008,45,2870969
Indiana,Female,White,2008,73,2870969
Indiana,Female,White,2009,243,2879571
Indiana,Female,White,2009,47,2879571
Indiana,Female,White,2009,33,2879571
Indiana,Female,White,2010,243,2885143
Indiana,Female,White,2010,73,2885143
Indiana,Female,White,2010,56,2885143
Indiana,Female,White,2010,11,2885143
Indiana,Female,White,2011,260,2893550
Indiana,Female,White,2011,72,2893550
Indiana,Female,White,2011,45,2893550
Indiana,Female,White,2011,11,2893550
Indiana,Female,White,2012,272,2895610
Indiana,Female,White,2012,63,2895610
Indiana,Female,White,2012,36,2895610
Indiana,Female,White,2012,10,2895610
Indiana,Female,White,2013,289,2902218
Indiana,Female,White,2013,54,2902218
Indiana,Female,White,2013,56,2902218
Indiana,Female,White,2013,22,2902218
Indiana,Female,White,2014,339,2906846
Indiana,Female,White,2014,60,2906846
Indiana,Female,White,2014,58,2906846
Indiana,Female,White,2014,19,2906846
Indiana,Female,White,2015,339,2908850
Indiana,Female,White,2015,47,2908850
Indiana,Female,White,2015,45,2908850
Indiana,Female,White,2015,23,2908850
Indiana,Female,White,2016,431,2907077
Indiana,Female,White,2016,51,2907077
Indiana,Female,White,2016,43,2907077
Indiana,Female,White,2017,499,2913664
Indiana,Female,White,2017,40,2913664
Indiana,Female,White,2017,40,2913664
Indiana,Female,White,2017,27,2913664
Indiana,Female,White,2018,455,2916338
Indiana,Female,White,2018,45,2916338
Indiana,Female,White,2018,34,2916338
Indiana,Female,White,2018,18,2916338
Indiana,Male,Black or African American,1999,13,251422
Indiana,Male,Black or African American,2000,14,255697
Indiana,Male,Black or African American,2001,10,262126
Indiana,Male,Black or African American,2003,10,271681
Indiana,Male,Black or African American,2004,14,276916
Indiana,Male,Black or African American,2004,10,276916
Indiana,Male,Black or African American,2005,14,282386
Indiana,Male,Black or African American,2005,10,282386
Indiana,Male,Black or African American,2006,24,288673
Indiana,Male,Black or African American,2007,17,294392
Indiana,Male,Black or African American,2007,12,294392
Indiana,Male,Black or African American,2008,15,300246
Indiana,Male,Black or African American,2008,16,300246
Indiana,Male,Black or African American,2009,31,305632
Indiana,Male,Black or African American,2010,27,309551
Indiana,Male,Black or African American,2011,25,313764
Indiana,Male,Black or African American,2012,37,317994
Indiana,Male,Black or African American,2013,35,322778
Indiana,Male,Black or African American,2014,36,327679
Indiana,Male,Black or African American,2015,51,331524
Indiana,Male,Black or African American,2016,93,334707
Indiana,Male,Black or African American,2017,132,339694
Indiana,Male,Black or African American,2018,114,345396
Indiana,Male,White,1999,61,2670936
Indiana,Male,White,1999,21,2670936
Indiana,Male,White,1999,19,2670936
Indiana,Male,White,1999,23,2670936
Indiana,Male,White,2000,71,2683294
Indiana,Male,White,2000,23,2683294
Indiana,Male,White,2000,29,2683294
Indiana,Male,White,2000,44,2683294
Indiana,Male,White,2001,92,2698948
Indiana,Male,White,2001,34,2698948
Indiana,Male,White,2001,43,2698948
Indiana,Male,White,2001,33,2698948
Indiana,Male,White,2002,89,2706803
Indiana,Male,White,2002,27,2706803
Indiana,Male,White,2002,49,2706803
Indiana,Male,White,2002,20,2706803
Indiana,Male,White,2003,150,2720533
Indiana,Male,White,2003,30,2720533
Indiana,Male,White,2003,64,2720533
Indiana,Male,White,2003,32,2720533
Indiana,Male,White,2004,196,2732259
Indiana,Male,White,2004,33,2732259
Indiana,Male,White,2004,73,2732259
Indiana,Male,White,2004,34,2732259
Indiana,Male,White,2005,214,2746926
Indiana,Male,White,2005,38,2746926
Indiana,Male,White,2005,84,2746926
Indiana,Male,White,2005,28,2746926
Indiana,Male,White,2006,275,2764585
Indiana,Male,White,2006,52,2764585
Indiana,Male,White,2006,96,2764585
Indiana,Male,White,2006,25,2764585
Indiana,Male,White,2007,308,2779635
Indiana,Male,White,2007,45,2779635
Indiana,Male,White,2007,87,2779635
Indiana,Male,White,2007,25,2779635
Indiana,Male,White,2008,319,2793841
Indiana,Male,White,2008,36,2793841
Indiana,Male,White,2008,122,2793841
Indiana,Male,White,2008,23,2793841
Indiana,Male,White,2009,404,2802193
Indiana,Male,White,2009,51,2802193
Indiana,Male,White,2009,60,2802193
Indiana,Male,White,2009,18,2802193
Indiana,Male,White,2010,366,2808423
Indiana,Male,White,2010,69,2808423
Indiana,Male,White,2010,61,2808423
Indiana,Male,White,2010,18,2808423
Indiana,Male,White,2011,436,2818434
Indiana,Male,White,2011,51,2818434
Indiana,Male,White,2011,66,2818434
Indiana,Male,White,2011,16,2818434
Indiana,Male,White,2012,449,2822147
Indiana,Male,White,2012,54,2822147
Indiana,Male,White,2012,68,2822147
Indiana,Male,White,2012,30,2822147
Indiana,Male,White,2013,479,2830645
Indiana,Male,White,2013,50,2830645
Indiana,Male,White,2013,54,2830645
Indiana,Male,White,2013,25,2830645
Indiana,Male,White,2014,539,2833754
Indiana,Male,White,2014,52,2833754
Indiana,Male,White,2014,59,2833754
Indiana,Male,White,2014,33,2833754
Indiana,Male,White,2015,638,2836709
Indiana,Male,White,2015,37,2836709
Indiana,Male,White,2015,48,2836709
Indiana,Male,White,2015,32,2836709
Indiana,Male,White,2016,762,2837136
Indiana,Male,White,2016,38,2837136
Indiana,Male,White,2016,63,2837136
Indiana,Male,White,2016,27,2837136
Indiana,Male,White,2017,963,2844616
Indiana,Male,White,2017,33,2844616
Indiana,Male,White,2017,65,2844616
Indiana,Male,White,2017,35,2844616
Indiana,Male,White,2018,824,2847465
Indiana,Male,White,2018,40,2847465
Indiana,Male,White,2018,52,2847465
Indiana,Male,White,2018,32,2847465
Iowa,Female,White,1999,12,1433552
Iowa,Female,White,2000,12,1431494
Iowa,Female,White,2000,11,1431494
Iowa,Female,White,2001,17,1430441
Iowa,Female,White,2001,12,1430441
Iowa,Female,White,2002,22,1427561
Iowa,Female,White,2002,20,1427561
Iowa,Female,White,2003,22,1427556
Iowa,Female,White,2004,30,1429900
Iowa,Female,White,2004,22,1429900
Iowa,Female,White,2005,35,1431007
Iowa,Female,White,2005,31,1431007
Iowa,Female,White,2006,39,1435786
Iowa,Female,White,2006,20,1435786
Iowa,Female,White,2006,14,1435786
Iowa,Female,White,2007,36,1439268
