State,Gender,Race,Year,Deaths,Population
Alabama,Female,Black or African American,1999,10,623475
Alabama,Female,Black or African American,2003,13,636876
Alabama,Female,Black or African American,2004,11,641873
Alabama,Female,Black or African American,2007,18,664831
Alabama,Female,Black or African American,2008,17,673102
Alabama,Female,Black or African American,2009,19,678586
Alabama,Female,Black or African American,2010,14,682553
Alabama,Female,Black or African American,2011,10,690116
Alabama,Female,Black or African American,2012,16,694697
Alabama,Female,Black or African American,2013,21,697106
Alabama,Female,Black or African American,2014,24,702957
Alabama,Female,Black or African American,2015,26,707464
Alabama,Female,Black or African American,2016,26,708942
Alabama,Female,Black or African American,2016,10,708942
Alabama,Female,Black or African American,2017,32,712445
Alabama,Female,Black or African American,2018,33,715232
Alabama,Female,Black or African American,2018,17,715232
Alabama,Female,White,1999,41,1640665
Alabama,Female,White,1999,16,1640665
Alabama,Female,White,2000,49,1643179
Alabama,Female,White,2000,26,1643179
Alabama,Female,White,2001,63,1645541
Alabama,Female,White,2001,20,1645541
Alabama,Female,White,2002,61,1646445
Alabama,Female,White,2002,17,1646445
Alabama,Female,White,2003,46,1650890
Alabama,Female,White,2003,11,1650890
Alabama,Female,White,2004,73,1657539
Alabama,Female,White,2004,20,1657539
Alabama,Female,White,2004,12,1657539
Alabama,Female,White,2005,66,1668327
Alabama,Female,White,2005,12,1668327
Alabama,Female,White,2005,12,1668327
Alabama,Female,White,2005,15,1668327
Alabama,Female,White,2006,113,1685050
Alabama,Female,White,2006,19,1685050
Alabama,Female,White,2006,19,1685050
Alabama,Female,White,2006,10,1685050
Alabama,Female,White,2007,154,1697518
Alabama,Female,White,2007,26,1697518
Alabama,Female,White,2007,15,1697518
Alabama,Female,White,2007,12,1697518
Alabama,Female,White,2008,201,1710122
Alabama,Female,White,2008,28,1710122
Alabama,Female,White,2008,34,1710122
Alabama,Female,White,2008,11,1710122
Alabama,Female,White,2009,223,1720115
Alabama,Female,White,2009,26,1720115
Alabama,Female,White,2009,19,1720115
Alabama,Female,White,2009,16,1720115
Alabama,Female,White,2010,186,1725848
Alabama,Female,White,2010,27,1725848
Alabama,Female,White,2010,10,1725848
Alabama,Female,White,2011,201,1730480
Alabama,Female,White,2011,17,1730480
Alabama,Female,White,2011,15,1730480
Alabama,Female,White,2011,11,1730480
Alabama,Female,White,2012,178,1734362
Alabama,Female,White,2012,20,1734362
Alabama,Female,White,2012,10,1734362
Alabama,Female,White,2012,16,1734362
Alabama,Female,White,2013,193,1735584
Alabama,Female,White,2013,24,1735584
Alabama,Female,White,2013,16,1735584
Alabama,Female,White,2013,11,1735584
Alabama,Female,White,2014,252,1738779
Alabama,Female,White,2014,29,1738779
Alabama,Female,White,2014,17,1738779
Alabama,Female,White,2014,21,1738779
Alabama,Female,White,2015,233,1738989
Alabama,Female,White,2015,23,1738989
Alabama,Female,White,2015,18,1738989
Alabama,Female,White,2015,24,1738989
Alabama,Female,White,2016,234,1738363
Alabama,Female,White,2016,25,1738363
Alabama,Female,White,2016,13,1738363
Alabama,Female,White,2016,20,1738363
Alabama,Female,White,2017,229,1740455
Alabama,Female,White,2017,24,1740455
Alabama,Female,White,2017,23,1740455
Alabama,Female,White,2017,36,1740455
Alabama,Female,White,2018,230,1745200
Alabama,Female,White,2018,29,1745200
Alabama,Female,White,2018,13,1745200
Alabama,Female,White,2018,28,1745200
Alabama,Male,Black or African American,1999,17,539198
Alabama,Male,Black or African American,2001,17,546578
Alabama,Male,Black or African American,2001,12,546578
Alabama,Male,Black or African American,2002,10,549217
Alabama,Male,Black or African American,2003,16,553307
Alabama,Male,Black or African American,2004,15,557319
Alabama,Male,Black or African American,2004,11,557319
Alabama,Male,Black or African American,2005,15,563308
Alabama,Male,Black or African American,2005,15,563308
Alabama,Male,Black or African American,2006,22,572880
Alabama,Male,Black or African American,2006,17,572880
Alabama,Male,Black or African American,2007,27,579036
Alabama,Male,Black or African American,2007,14,579036
Alabama,Male,Black or African American,2008,19,586075
Alabama,Male,Black or African American,2008,11,586075
Alabama,Male,Black or African American,2009,24,592661
Alabama,Male,Black or African American,2009,11,592661
Alabama,Male,Black or African American,2010,19,596519
Alabama,Male,Black or African American,2011,21,602921
Alabama,Male,Black or African American,2012,17,607513
Alabama,Male,Black or African American,2012,13,607513
Alabama,Male,Black or African American,2013,27,610554
Alabama,Male,Black or African American,2014,34,614609
Alabama,Male,Black or African American,2014,14,614609
Alabama,Male,Black or African American,2015,43,618441
Alabama,Male,Black or African American,2015,17,618441
Alabama,Male,Black or African American,2016,69,620706
Alabama,Male,Black or African American,2016,24,620706
Alabama,Male,Black or African American,2017,90,622795
Alabama,Male,Black or African American,2017,27,622795
Alabama,Male,Black or African American,2018,86,623614
Alabama,Male,Black or African American,2018,30,623614
Alabama,Male,White,1999,48,1570643
Alabama,Male,White,1999,17,1570643
Alabama,Male,White,1999,13,1570643
Alabama,Male,White,2000,66,1575039
Alabama,Male,White,2000,20,1575039
Alabama,Male,White,2000,10,1575039
Alabama,Male,White,2000,13,1575039
Alabama,Male,White,2001,79,1580087
Alabama,Male,White,2001,14,1580087
Alabama,Male,White,2001,16,1580087
Alabama,Male,White,2002,92,1583267
Alabama,Male,White,2002,20,1583267
Alabama,Male,White,2003,88,1590946
Alabama,Male,White,2003,12,1590946
Alabama,Male,White,2003,25,1590946
Alabama,Male,White,2004,124,1598272
Alabama,Male,White,2004,19,1598272
Alabama,Male,White,2004,10,1598272
Alabama,Male,White,2004,18,1598272
Alabama,Male,White,2005,129,1610721
Alabama,Male,White,2005,13,1610721
Alabama,Male,White,2005,25,1610721
Alabama,Male,White,2005,15,1610721
Alabama,Male,White,2006,168,1629110
Alabama,Male,White,2006,20,1629110
Alabama,Male,White,2006,25,1629110
Alabama,Male,White,2006,32,1629110
Alabama,Male,White,2007,222,1643115
Alabama,Male,White,2007,18,1643115
Alabama,Male,White,2007,21,1643115
Alabama,Male,White,2007,16,1643115
Alabama,Male,White,2008,247,1656414
Alabama,Male,White,2008,18,1656414
Alabama,Male,White,2008,39,1656414
Alabama,Male,White,2008,13,1656414
Alabama,Male,White,2009,271,1669087
Alabama,Male,White,2009,26,1669087
Alabama,Male,White,2009,16,1669087
Alabama,Male,White,2009,27,1669087
Alabama,Male,White,2010,243,1674127
Alabama,Male,White,2010,26,1674127
Alabama,Male,White,2010,15,1674127
Alabama,Male,White,2010,17,1674127
Alabama,Male,White,2011,252,1675994
Alabama,Male,White,2011,17,1675994
Alabama,Male,White,2011,10,1675994
Alabama,Male,White,2011,29,1675994
Alabama,Male,White,2012,265,1679209
Alabama,Male,White,2012,34,1679209
Alabama,Male,White,2012,14,1679209
Alabama,Male,White,2012,37,1679209
Alabama,Male,White,2013,277,1681773
Alabama,Male,White,2013,16,1681773
Alabama,Male,White,2013,15,1681773
Alabama,Male,White,2013,30,1681773
Alabama,Male,White,2014,327,1681161
Alabama,Male,White,2014,21,1681161
Alabama,Male,White,2014,12,1681161
Alabama,Male,White,2014,34,1681161
Alabama,Male,White,2015,348,1679105
Alabama,Male,White,2015,16,1679105
Alabama,Male,White,2015,13,1679105
Alabama,Male,White,2015,25,1679105
Alabama,Male,White,2016,346,1678546
Alabama,Male,White,2016,18,1678546
Alabama,Male,White,2016,11,1678546
Alabama,Male,White,2016,44,1678546
Alabama,Male,White,2017,398,1679250
Alabama,Male,White,2017,26,1679250
Alabama,Male,White,2017,55,1679250
Alabama,Male,White,2018,329,1681545
Alabama,Male,White,2018,22,1681545
Alabama,Male,White,2018,14,1681545
Alabama,Male,White,2018,45,1681545
Alaska,Female,American Indian or Alaska Native,2003,10,55083
Alaska,Female,American Indian or Alaska Native,2005,11,56543
Alaska,Female,American Indian or Alaska Native,2009,12,59034
Alaska,Female,American Indian or Alaska Native,2012,16,60903
Alaska,Female,American Indian or Alaska Native,2014,12,60800
Alaska,Female,American Indian or Alaska Native,2015,13,60937
Alaska,Female,American Indian or Alaska Native,2017,18,62964
Alaska,Female,American Indian or Alaska Native,2018,13,63303
Alaska,Female,White,2000,15,219857
Alaska,Female,White,2001,17,220808
Alaska,Female,White,2002,20,222980
Alaska,Female,White,2003,23,224714
Alaska,Female,White,2004,25,227747
Alaska,Female,White,2005,15,229332
Alaska,Female,White,2006,17,231903
Alaska,Female,White,2007,16,232706
Alaska,Female,White,2008,18,233554
Alaska,Female,White,2009,25,237925
Alaska,Female,White,2010,27,240153
Alaska,Female,White,2011,27,244203
Alaska,Female,White,2012,30,244832
Alaska,Female,White,2013,20,243625
Alaska,Female,White,2014,27,242191
Alaska,Female,White,2015,24,241038
Alaska,Female,White,2016,19,242824
Alaska,Female,White,2017,23,241187
Alaska,Female,White,2018,23,239556
Alaska,Male,American Indian or Alaska Native,2008,13,59398
Alaska,Male,American Indian or Alaska Native,2009,12,60293
Alaska,Male,American Indian or Alaska Native,2011,10,61574
Alaska,Male,American Indian or Alaska Native,2012,10,62001
Alaska,Male,American Indian or Alaska Native,2014,15,62550
Alaska,Male,American Indian or Alaska Native,2015,23,63015
Alaska,Male,American Indian or Alaska Native,2016,10,64458
Alaska,Male,American Indian or Alaska Native,2017,14,64660
Alaska,Male,White,1999,13,242016
Alaska,Male,White,2000,14,240925
Alaska,Male,White,2001,25,243010
Alaska,Male,White,2002,37,245728
Alaska,Male,White,2003,31,246827
Alaska,Male,White,2004,28,250719
Alaska,Male,White,2005,30,253360
Alaska,Male,White,2006,38,256051
Alaska,Male,White,2007,36,257707
Alaska,Male,White,2008,51,260411
Alaska,Male,White,2009,51,261942
Alaska,Male,White,2010,31,267278
Alaska,Male,White,2011,52,270409
Alaska,Male,White,2012,50,273264
Alaska,Male,White,2013,51,275920
Alaska,Male,White,2014,42,275313
Alaska,Male,White,2015,41,275456
Alaska,Male,White,2016,60,273423
Alaska,Male,White,2017,57,271436
Alaska,Male,White,2018,42,268356
Arizona,Female,American Indian or Alaska Native,2010,13,181263
Arizona,Female,American Indian or Alaska Native,2011,12,183560
Arizona,Female,American Indian or Alaska Native,2012,21,186968
Arizona,Female,American Indian or Alaska Native,2013,20,190276
Arizona,Female,American Indian or Alaska Native,2014,14,193667
Arizona,Female,American Indian or Alaska Native,2017,18,202877
Arizona,Female,American Indian or Alaska Native,2018,24,206769
Arizona,Female,Black or African American,2005,12,116409
Arizona,Female,Black or African American,2006,12,125561
Arizona,Female,Black or African American,2007,10,133527
Arizona,Female,Black or African American,2008,13,141288
Arizona,Female,Black or African American,2009,12,147897
Arizona,Female,Black or African American,2010,15,151879
Arizona,Female,Black or African American,2011,14,157638
Arizona,Female,Black or African American,2012,16,162020
Arizona,Female,Black or African American,2013,11,167230
Arizona,Female,Black or African American,2014,22,173511
Arizona,Female,Black or African American,2015,19,180670
Arizona,Female,Black or African American,2016,14,186281
Arizona,Female,Black or African American,2017,17,192667
Arizona,Female,Black or African American,2018,23,201126
Arizona,Female,White,1999,61,2235195
Arizona,Female,White,1999,44,2235195
Arizona,Female,White,1999,14,2235195
Arizona,Female,White,2000,71,2279908
Arizona,Female,White,2000,56,2279908
Arizona,Female,White,2000,16,2279908
Arizona,Female,White,2000,16,2279908
Arizona,Female,White,2001,102,2338263
Arizona,Female,White,2001,41,2338263
Arizona,Female,White,2001,15,2338263
Arizona,Female,White,2001,12,2338263
Arizona,Female,White,2002,110,2387929
Arizona,Female,White,2002,56,2387929
Arizona,Female,White,2002,22,2387929
Arizona,Female,White,2002,13,2387929
Arizona,Female,White,2003,146,2434530
Arizona,Female,White,2003,59,2434530
Arizona,Female,White,2003,21,2434530
Arizona,Female,White,2003,12,2434530
Arizona,Female,White,2004,144,2490861
Arizona,Female,White,2004,66,2490861
Arizona,Female,White,2004,38,2490861
Arizona,Female,White,2004,17,2490861
Arizona,Female,White,2005,180,2565676
Arizona,Female,White,2005,59,2565676
Arizona,Female,White,2005,47,2565676
Arizona,Female,White,2005,12,2565676
Arizona,Female,White,2006,200,2637738
Arizona,Female,White,2006,72,2637738
Arizona,Female,White,2006,38,2637738
Arizona,Female,White,2006,20,2637738
Arizona,Female,White,2007,206,2688894
Arizona,Female,White,2007,94,2688894
Arizona,Female,White,2007,29,2688894
Arizona,Female,White,2007,11,2688894
Arizona,Female,White,2008,202,2728728
Arizona,Female,White,2008,80,2728728
Arizona,Female,White,2008,27,2728728
Arizona,Female,White,2009,259,2748928
Arizona,Female,White,2009,85,2748928
Arizona,Female,White,2009,32,2748928
Arizona,Female,White,2009,12,2748928
Arizona,Female,White,2010,303,2765575
Arizona,Female,White,2010,77,2765575
Arizona,Female,White,2010,52,2765575
Arizona,Female,White,2010,10,2765575
Arizona,Female,White,2011,273,2795837
Arizona,Female,White,2011,116,2795837
Arizona,Female,White,2011,51,2795837
Arizona,Female,White,2011,16,2795837
Arizona,Female,White,2012,287,2818449
Arizona,Female,White,2012,76,2818449
Arizona,Female,White,2012,59,2818449
Arizona,Female,White,2012,27,2818449
Arizona,Female,White,2013,333,2841855
Arizona,Female,White,2013,74,2841855
Arizona,Female,White,2013,62,2841855
Arizona,Female,White,2013,29,2841855
Arizona,Female,White,2014,301,2882772
Arizona,Female,White,2014,90,2882772
Arizona,Female,White,2014,52,2882772
Arizona,Female,White,2014,19,2882772
Arizona,Female,White,2015,333,2915754
Arizona,Female,White,2015,93,2915754
Arizona,Female,White,2015,54,2915754
Arizona,Female,White,2015,29,2915754
Arizona,Female,White,2016,329,2954067
Arizona,Female,White,2016,78,2954067
Arizona,Female,White,2016,43,2954067
Arizona,Female,White,2016,39,2954067
Arizona,Female,White,2017,355,2979617
Arizona,Female,White,2017,78,2979617
Arizona,Female,White,2017,39,2979617
Arizona,Female,White,2017,32,2979617
Arizona,Female,White,2018,352,3035887
Arizona,Female,White,2018,82,3035887
Arizona,Female,White,2018,30,3035887
Arizona,Female,White,2018,42,3035887
Arizona,Male,American Indian or Alaska Native,1999,10,134914
Arizona,Male,American Indian or Alaska Native,2000,16,136282
Arizona,Male,American Indian or Alaska Native,2001,13,139677
Arizona,Male,American Indian or Alaska Native,2002,19,143131
Arizona,Male,American Indian or Alaska Native,2003,16,146718
Arizona,Male,American Indian or Alaska Native,2004,20,150710
Arizona,Male,American Indian or Alaska Native,2005,17,155682
Arizona,Male,American Indian or Alaska Native,2006,15,161130
Arizona,Male,American Indian or Alaska Native,2007,15,166179
Arizona,Male,American Indian or Alaska Native,2008,17,171027
Arizona,Male,American Indian or Alaska Native,2009,24,174395
Arizona,Male,American Indian or Alaska Native,2010,19,177223
Arizona,Male,American Indian or Alaska Native,2011,19,179923
Arizona,Male,American Indian or Alaska Native,2012,20,182988
Arizona,Male,American Indian or Alaska Native,2013,38,185839
Arizona,Male,American Indian or Alaska Native,2014,32,189222
Arizona,Male,American Indian or Alaska Native,2015,28,191838
Arizona,Male,American Indian or Alaska Native,2016,46,196044
Arizona,Male,American Indian or Alaska Native,2017,41,197445
Arizona,Male,American Indian or Alaska Native,2018,65,200826
Arizona,Male,Asian or Pacific Islander,2018,18,148083
Arizona,Male,Black or African American,1999,14,92706
Arizona,Male,Black or African American,2000,16,95809
Arizona,Male,Black or African American,2001,15,101524
Arizona,Male,Black or African American,2002,20,106719
Arizona,Male,Black or African American,2003,22,111521
Arizona,Male,Black or African American,2004,16,118344
Arizona,Male,Black or African American,2005,21,126665
Arizona,Male,Black or African American,2006,33,136589
Arizona,Male,Black or African American,2007,26,145010
Arizona,Male,Black or African American,2008,23,153329
Arizona,Male,Black or African American,2009,16,160123
Arizona,Male,Black or African American,2010,18,164160
Arizona,Male,Black or African American,2011,17,169910
Arizona,Male,Black or African American,2012,22,174895
Arizona,Male,Black or African American,2013,25,180469
Arizona,Male,Black or African American,2014,23,187382
Arizona,Male,Black or African American,2015,30,194194
Arizona,Male,Black or African American,2016,49,199163
Arizona,Male,Black or African American,2017,69,204754
Arizona,Male,Black or African American,2018,72,212747
Arizona,Male,White,1999,265,2225387
Arizona,Male,White,1999,56,2225387
Arizona,Male,White,1999,18,2225387
Arizona,Male,White,1999,37,2225387
Arizona,Male,White,2000,287,2274325
Arizona,Male,White,2000,34,2274325
Arizona,Male,White,2000,15,2274325
Arizona,Male,White,2000,18,2274325
Arizona,Male,White,2001,287,2331036
Arizona,Male,White,2001,34,2331036
Arizona,Male,White,2001,25,2331036
Arizona,Male,White,2001,31,2331036
Arizona,Male,White,2002,302,2378350
Arizona,Male,White,2002,48,2378350
Arizona,Male,White,2002,22,2378350
Arizona,Male,White,2002,25,2378350
Arizona,Male,White,2003,316,2419988
Arizona,Male,White,2003,42,2419988
Arizona,Male,White,2003,32,2419988
Arizona,Male,White,2003,46,2419988
Arizona,Male,White,2004,353,2474943
Arizona,Male,White,2004,50,2474943
Arizona,Male,White,2004,30,2474943
Arizona,Male,White,2004,36,2474943
Arizona,Male,White,2005,348,2546316
Arizona,Male,White,2005,49,2546316
Arizona,Male,White,2005,33,2546316
Arizona,Male,White,2005,34,2546316
Arizona,Male,White,2006,394,2617740
Arizona,Male,White,2006,51,2617740
Arizona,Male,White,2006,36,2617740
Arizona,Male,White,2006,48,2617740
Arizona,Male,White,2007,431,2665511
Arizona,Male,White,2007,79,2665511
Arizona,Male,White,2007,32,2665511
Arizona,Male,White,2007,23,2665511
Arizona,Male,White,2008,360,2701226
Arizona,Male,White,2008,59,2701226
Arizona,Male,White,2008,30,2701226
Arizona,Male,White,2008,14,2701226
Arizona,Male,White,2009,440,2715119
Arizona,Male,White,2009,76,2715119
Arizona,Male,White,2009,32,2715119
Arizona,Male,White,2009,23,2715119
Arizona,Male,White,2010,471,2728015
Arizona,Male,White,2010,77,2728015
Arizona,Male,White,2010,33,2728015
Arizona,Male,White,2010,26,2728015
Arizona,Male,White,2011,471,2763920
Arizona,Male,White,2011,55,2763920
Arizona,Male,White,2011,30,2763920
Arizona,Male,White,2011,25,2763920
Arizona,Male,White,2012,470,2785136
Arizona,Male,White,2012,82,2785136
Arizona,Male,White,2012,57,2785136
Arizona,Male,White,2012,43,2785136
Arizona,Male,White,2013,512,2808748
Arizona,Male,White,2013,78,2808748
Arizona,Male,White,2013,48,2808748
Arizona,Male,White,2013,43,2808748
Arizona,Male,White,2014,533,2842559
Arizona,Male,White,2014,71,2842559
Arizona,Male,White,2014,51,2842559
Arizona,Male,White,2014,37,2842559
Arizona,Male,White,2015,575,2874908
Arizona,Male,White,2015,69,2874908
Arizona,Male,White,2015,42,2874908
Arizona,Male,White,2015,39,2874908
Arizona,Male,White,2016,685,2913629
Arizona,Male,White,2016,50,2913629
Arizona,Male,White,2016,53,2913629
Arizona,Male,White,2016,68,2913629
Arizona,Male,White,2017,783,2946068
Arizona,Male,White,2017,59,2946068
Arizona,Male,White,2017,43,2946068
Arizona,Male,White,2017,49,2946068
Arizona,Male,White,2018,882,3003683
Arizona,Male,White,2018,59,3003683
Arizona,Male,White,2018,38,3003683
Arizona,Male,White,2018,55,3003683
Arkansas,Female,White,1999,19,1114373
Arkansas,Female,White,1999,15,1114373
Arkansas,Female,White,2000,11,1120695
Arkansas,Female,White,2000,18,1120695
Arkansas,Female,White,2000,21,1120695
Arkansas,Female,White,2001,16,1125638
Arkansas,Female,White,2001,20,1125638
Arkansas,Female,White,2002,25,1129765
Arkansas,Female,White,2002,20,1129765
Arkansas,Female,White,2002,28,1129765
Arkansas,Female,White,2003,20,1135532
Arkansas,Female,White,2003,19,1135532
Arkansas,Female,White,2003,30,1135532
Arkansas,Female,White,2004,33,1143496
Arkansas,Female,White,2004,28,1143496
Arkansas,Female,White,2004,39,1143496
Arkansas,Female,White,2005,30,1155109
Arkansas,Female,White,2005,23,1155109
Arkansas,Female,White,2005,58,1155109
Arkansas,Female,White,2006,42,1169326
Arkansas,Female,White,2006,20,1169326
Arkansas,Female,White,2006,41,1169326
Arkansas,Female,White,2007,46,1179180
Arkansas,Female,White,2007,21,1179180
Arkansas,Female,White,2007,56,1179180
Arkansas,Female,White,2008,78,1187921
Arkansas,Female,White,2008,43,1187921
Arkansas,Female,White,2008,37,1187921
Arkansas,Female,White,2008,11,1187921
Arkansas,Female,White,2009,85,1195266
Arkansas,Female,White,2009,20,1195266
Arkansas,Female,White,2009,44,1195266
Arkansas,Female,White,2009,12,1195266
Arkansas,Female,White,2010,88,1201109
Arkansas,Female,White,2010,30,1201109
Arkansas,Female,White,2010,34,1201109
Arkansas,Female,White,2011,90,1207619
Arkansas,Female,White,2011,25,1207619
Arkansas,Female,White,2011,20,1207619
Arkansas,Female,White,2012,110,1210477
Arkansas,Female,White,2012,32,1210477
Arkansas,Female,White,2012,26,1210477
Arkansas,Female,White,2012,11,1210477
Arkansas,Female,White,2013,80,1212833
Arkansas,Female,White,2013,24,1212833
Arkansas,Female,White,2013,26,1212833
Arkansas,Female,White,2014,100,1213656
Arkansas,Female,White,2014,19,1213656
Arkansas,Female,White,2014,25,1213656
Arkansas,Female,White,2015,111,1217031
Arkansas,Female,White,2015,40,1217031
Arkansas,Female,White,2015,24,1217031
Arkansas,Female,White,2015,12,1217031
Arkansas,Female,White,2016,119,1220289
Arkansas,Female,White,2016,34,1220289
Arkansas,Female,White,2016,19,1220289
Arkansas,Female,White,2017,126,1224658
Arkansas,Female,White,2017,37,1224658
Arkansas,Female,White,2017,19,1224658
Arkansas,Female,White,2018,115,1227333
Arkansas,Female,White,2018,34,1227333
Arkansas,Female,White,2018,20,1227333
Arkansas,Male,Black or African American,2007,10,215316
Arkansas,Male,Black or African American,2008,12,217674
Arkansas,Male,Black or African American,2013,11,226689
Arkansas,Male,Black or African American,2015,15,230318
Arkansas,Male,Black or African American,2017,22,232970
Arkansas,Male,Black or African American,2018,30,233571
Arkansas,Male,White,1999,16,1073571
Arkansas,Male,White,1999,12,1073571
Arkansas,Male,White,1999,24,1073571
Arkansas,Male,White,2000,30,1082462
Arkansas,Male,White,2000,11,1082462
Arkansas,Male,White,2000,35,1082462
Arkansas,Male,White,2001,30,1089018
Arkansas,Male,White,2001,16,1089018
Arkansas,Male,White,2001,29,1089018
Arkansas,Male,White,2002,26,1094352
Arkansas,Male,White,2002,17,1094352
Arkansas,Male,White,2002,40,1094352
Arkansas,Male,White,2003,34,1101895
Arkansas,Male,White,2003,19,1101895
Arkansas,Male,White,2003,44,1101895
Arkansas,Male,White,2003,12,1101895
Arkansas,Male,White,2004,53,1111849
Arkansas,Male,White,2004,18,1111849
Arkansas,Male,White,2004,38,1111849
Arkansas,Male,White,2004,12,1111849
Arkansas,Male,White,2005,68,1123888
Arkansas,Male,White,2005,24,1123888
Arkansas,Male,White,2005,45,1123888
Arkansas,Male,White,2006,80,1139123
Arkansas,Male,White,2006,15,1139123
Arkansas,Male,White,2006,60,1139123
Arkansas,Male,White,2006,12,1139123
Arkansas,Male,White,2007,70,1149772
Arkansas,Male,White,2007,19,1149772
Arkansas,Male,White,2007,63,1149772
Arkansas,Male,White,2008,99,1158925
Arkansas,Male,White,2008,21,1158925
Arkansas,Male,White,2008,50,1158925
Arkansas,Male,White,2008,10,1158925
Arkansas,Male,White,2009,120,1166316
Arkansas,Male,White,2009,18,1166316
Arkansas,Male,White,2009,42,1166316
Arkansas,Male,White,2009,15,1166316
Arkansas,Male,White,2010,129,1172558
Arkansas,Male,White,2010,20,1172558
Arkansas,Male,White,2010,32,1172558
Arkansas,Male,White,2010,14,1172558
Arkansas,Male,White,2011,155,1179220
Arkansas,Male,White,2011,25,1179220
Arkansas,Male,White,2011,22,1179220
Arkansas,Male,White,2011,11,1179220
Arkansas,Male,White,2012,133,1182534
Arkansas,Male,White,2012,21,1182534
Arkansas,Male,White,2012,29,1182534
Arkansas,Male,White,2013,117,1184981
Arkansas,Male,White,2013,30,1184981
Arkansas,Male,White,2013,21,1184981
Arkansas,Male,White,2013,12,1184981
Arkansas,Male,White,2014,134,1186148
Arkansas,Male,White,2014,23,1186148
Arkansas,Male,White,2014,27,1186148
Arkansas,Male,White,2014,13,1186148
Arkansas,Male,White,2015,137,1187500
Arkansas,Male,White,2015,22,1187500
Arkansas,Male,White,2015,24,1187500
Arkansas,Male,White,2015,15,1187500
Arkansas,Male,White,2016,159,1190966
Arkansas,Male,White,2016,19,1190966
Arkansas,Male,White,2016,25,1190966
Arkansas,Male,White,2016,10,1190966
Arkansas,Male,White,2017,173,1195661
Arkansas,Male,White,2017,27,1195661
Arkansas,Male,White,2017,20,1195661
Arkansas,Male,White,2017,17,1195661
Arkansas,Male,White,2018,195,1197665
Arkansas,Male,White,2018,20,1197665
Arkansas,Male,White,2018,16,1197665
California,Female,American Indian or Alaska Native,2003,11,265998
California,Female,American Indian or Alaska Native,2004,12,277479
California,Female,American Indian or Alaska Native,2005,15,289539
California,Female,American Indian or Alaska Native,2006,15,301998
California,Female,American Indian or Alaska Native,2007,19,315677
California,Female,American Indian or Alaska Native,2008,19,331895
California,Female,American Indian or Alaska Native,2009,17,350822
California,Female,American Indian or Alaska Native,2010,18,365302
California,Female,American Indian or Alaska Native,2011,18,373598
California,Female,American Indian or Alaska Native,2012,26,375651
California,Female,American Indian or Alaska Native,2013,26,377240
California,Female,American Indian or Alaska Native,2014,26,380444
California,Female,American Indian or Alaska Native,2015,19,382459
California,Female,American Indian or Alaska Native,2016,29,383030
California,Female,American Indian or Alaska Native,2017,33,384689
California,Female,American Indian or Alaska Native,2018,26,385545
California,Female,Asian or Pacific Islander,1999,10,2097682
California,Female,Asian or Pacific Islander,2002,19,2325320
California,Female,Asian or Pacific Islander,2002,20,2325320
California,Female,Asian or Pacific Islander,2003,15,2401971
California,Female,Asian or Pacific Islander,2003,14,2401971
California,Female,Asian or Pacific Islander,2004,13,2472068
California,Female,Asian or Pacific Islander,2004,13,2472068
California,Female,Asian or Pacific Islander,2005,11,2545278
California,Female,Asian or Pacific Islander,2005,11,2545278
California,Female,Asian or Pacific Islander,2006,15,2615741
California,Female,Asian or Pacific Islander,2006,17,2615741
California,Female,Asian or Pacific Islander,2007,25,2686179
California,Female,Asian or Pacific Islander,2007,18,2686179
California,Female,Asian or Pacific Islander,2008,24,2761968
California,Female,Asian or Pacific Islander,2008,17,2761968
California,Female,Asian or Pacific Islander,2009,21,2833505
California,Female,Asian or Pacific Islander,2009,18,2833505
California,Female,Asian or Pacific Islander,2010,30,2888780
California,Female,Asian or Pacific Islander,2010,15,2888780
California,Female,Asian or Pacific Islander,2011,22,2951212
California,Female,Asian or Pacific Islander,2011,27,2951212
California,Female,Asian or Pacific Islander,2012,20,3036923
California,Female,Asian or Pacific Islander,2013,25,3101408
California,Female,Asian or Pacific Islander,2013,11,3101408
California,Female,Asian or Pacific Islander,2014,31,3204482
California,Female,Asian or Pacific Islander,2014,15,3204482
California,Female,Asian or Pacific Islander,2015,35,3289643
California,Female,Asian or Pacific Islander,2015,18,3289643
California,Female,Asian or Pacific Islander,2016,35,3332913
California,Female,Asian or Pacific Islander,2016,12,3332913
California,Female,Asian or Pacific Islander,2017,33,3430594
California,Female,Asian or Pacific Islander,2017,20,3430594
California,Female,Asian or Pacific Islander,2018,41,3468631
California,Female,Asian or Pacific Islander,2018,20,3468631
California,Female,Black or African American,1999,82,1274187
California,Female,Black or African American,1999,30,1274187
California,Female,Black or African American,2000,59,1282820
California,Female,Black or African American,2000,21,1282820
California,Female,Black or African American,2001,48,1296780
California,Female,Black or African American,2001,11,1296780
California,Female,Black or African American,2002,100,1306520
California,Female,Black or African American,2002,16,1306520
California,Female,Black or African American,2002,30,1306520
California,Female,Black or African American,2003,95,1316660
California,Female,Black or African American,2003,10,1316660
California,Female,Black or African American,2003,24,1316660
California,Female,Black or African American,2004,101,1324558
California,Female,Black or African American,2004,15,1324558
California,Female,Black or African American,2004,31,1324558
California,Female,Black or African American,2005,125,1328963
California,Female,Black or African American,2005,14,1328963
California,Female,Black or African American,2005,29,1328963
California,Female,Black or African American,2006,126,1333724
California,Female,Black or African American,2006,10,1333724
