Year,Gender,Race,Deaths,State,Population,Crude Rate,Dispensed Prescription
1999,Female,Black or African American,10,Alabama,4430141,0.9,116
1999,Female,Black or African American,10,Alabama,4430141,0.9,116
2003,Female,Black or African American,13,Alabama,4503491,1.2,149
2003,Female,Black or African American,13,Alabama,4503491,1.2,149
2004,Female,Black or African American,11,Alabama,4530729,2,155
2004,Female,Black or African American,11,Alabama,4530729,2,155
2007,Female,Black or African American,18,Alabama,4672840,3.7,184
2007,Female,Black or African American,18,Alabama,4672840,3.7,184
2008,Female,Black or African American,17,Alabama,4718206,4.1,196
2008,Female,Black or African American,17,Alabama,4718206,4.1,196
2009,Female,Black or African American,19,Alabama,4757938,4.4,202
2009,Female,Black or African American,19,Alabama,4757938,4.4,202
2010,Female,Black or African American,14,Alabama,4779736,4.1,210
2010,Female,Black or African American,14,Alabama,4779736,4.1,210
2011,Female,Black or African American,10,Alabama,4802740,3.7,219
2011,Female,Black or African American,10,Alabama,4802740,3.7,219
2012,Female,Black or African American,16,Alabama,4822023,3.6,217
2012,Female,Black or African American,16,Alabama,4822023,3.6,217
2013,Female,Black or African American,21,Alabama,4833722,3.6,207
2013,Female,Black or African American,21,Alabama,4833722,3.6,207
2014,Female,Black or African American,24,Alabama,4849377,5.8,196
2014,Female,Black or African American,24,Alabama,4849377,5.8,196
1999,Female,White,41,Alabama,4430141,0.9,116
1999,Female,White,41,Alabama,4430141,0.9,116
1999,Female,White,16,Alabama,4430141,0.9,116
1999,Female,White,16,Alabama,4430141,0.9,116
2000,Female,White,49,Alabama,4447100,1,126
2000,Female,White,49,Alabama,4447100,1,126
2000,Female,White,26,Alabama,4447100,1,126
2000,Female,White,26,Alabama,4447100,1,126
2001,Female,White,63,Alabama,4467634,1.5,138
2001,Female,White,63,Alabama,4467634,1.5,138
2001,Female,White,20,Alabama,4467634,1.5,138
2001,Female,White,20,Alabama,4467634,1.5,138
2002,Female,White,61,Alabama,4480089,1.7,142
2002,Female,White,61,Alabama,4480089,1.7,142
2002,Female,White,17,Alabama,4480089,1.7,142
2002,Female,White,17,Alabama,4480089,1.7,142
2003,Female,White,46,Alabama,4503491,1.2,149
2003,Female,White,46,Alabama,4503491,1.2,149
2003,Female,White,11,Alabama,4503491,1.2,149
2003,Female,White,11,Alabama,4503491,1.2,149
2004,Female,White,73,Alabama,4530729,2,155
2004,Female,White,73,Alabama,4530729,2,155
2004,Female,White,20,Alabama,4530729,2,155
2004,Female,White,20,Alabama,4530729,2,155
2004,Female,White,12,Alabama,4530729,2,155
2004,Female,White,12,Alabama,4530729,2,155
2005,Female,White,66,Alabama,4569805,1.8,163
2005,Female,White,66,Alabama,4569805,1.8,163
2005,Female,White,12,Alabama,4569805,1.8,163
2005,Female,White,12,Alabama,4569805,1.8,163
2005,Female,White,12,Alabama,4569805,1.8,163
2005,Female,White,12,Alabama,4569805,1.8,163
2005,Female,White,15,Alabama,4569805,1.8,163
2005,Female,White,15,Alabama,4569805,1.8,163
2006,Female,White,113,Alabama,4628981,2.9,174
2006,Female,White,113,Alabama,4628981,2.9,174
2006,Female,White,19,Alabama,4628981,2.9,174
2006,Female,White,19,Alabama,4628981,2.9,174
2006,Female,White,19,Alabama,4628981,2.9,174
2006,Female,White,19,Alabama,4628981,2.9,174
2006,Female,White,10,Alabama,4628981,2.9,174
2006,Female,White,10,Alabama,4628981,2.9,174
2007,Female,White,154,Alabama,4672840,3.7,184
2007,Female,White,154,Alabama,4672840,3.7,184
2007,Female,White,26,Alabama,4672840,3.7,184
2007,Female,White,26,Alabama,4672840,3.7,184
2007,Female,White,15,Alabama,4672840,3.7,184
2007,Female,White,15,Alabama,4672840,3.7,184
2007,Female,White,12,Alabama,4672840,3.7,184
2007,Female,White,12,Alabama,4672840,3.7,184
2008,Female,White,201,Alabama,4718206,4.1,196
2008,Female,White,201,Alabama,4718206,4.1,196
2008,Female,White,28,Alabama,4718206,4.1,196
2008,Female,White,28,Alabama,4718206,4.1,196
2008,Female,White,34,Alabama,4718206,4.1,196
2008,Female,White,34,Alabama,4718206,4.1,196
2008,Female,White,11,Alabama,4718206,4.1,196
2008,Female,White,11,Alabama,4718206,4.1,196
2009,Female,White,223,Alabama,4757938,4.4,202
2009,Female,White,223,Alabama,4757938,4.4,202
2009,Female,White,26,Alabama,4757938,4.4,202
2009,Female,White,26,Alabama,4757938,4.4,202
2009,Female,White,19,Alabama,4757938,4.4,202
2009,Female,White,19,Alabama,4757938,4.4,202
2009,Female,White,16,Alabama,4757938,4.4,202
2009,Female,White,16,Alabama,4757938,4.4,202
2010,Female,White,186,Alabama,4779736,4.1,210
2010,Female,White,186,Alabama,4779736,4.1,210
2010,Female,White,27,Alabama,4779736,4.1,210
2010,Female,White,27,Alabama,4779736,4.1,210
2010,Female,White,10,Alabama,4779736,4.1,210
2010,Female,White,10,Alabama,4779736,4.1,210
2011,Female,White,201,Alabama,4802740,3.7,219
2011,Female,White,201,Alabama,4802740,3.7,219
2011,Female,White,17,Alabama,4802740,3.7,219
2011,Female,White,17,Alabama,4802740,3.7,219
2011,Female,White,15,Alabama,4802740,3.7,219
2011,Female,White,15,Alabama,4802740,3.7,219
2011,Female,White,11,Alabama,4802740,3.7,219
2011,Female,White,11,Alabama,4802740,3.7,219
2012,Female,White,178,Alabama,4822023,3.6,217
2012,Female,White,178,Alabama,4822023,3.6,217
2012,Female,White,20,Alabama,4822023,3.6,217
2012,Female,White,20,Alabama,4822023,3.6,217
2012,Female,White,10,Alabama,4822023,3.6,217
2012,Female,White,10,Alabama,4822023,3.6,217
2012,Female,White,16,Alabama,4822023,3.6,217
2012,Female,White,16,Alabama,4822023,3.6,217
2013,Female,White,193,Alabama,4833722,3.6,207
2013,Female,White,193,Alabama,4833722,3.6,207
2013,Female,White,24,Alabama,4833722,3.6,207
2013,Female,White,24,Alabama,4833722,3.6,207
2013,Female,White,16,Alabama,4833722,3.6,207
2013,Female,White,16,Alabama,4833722,3.6,207
2013,Female,White,11,Alabama,4833722,3.6,207
2013,Female,White,11,Alabama,4833722,3.6,207
2014,Female,White,252,Alabama,4849377,5.8,196
2014,Female,White,252,Alabama,4849377,5.8,196
2014,Female,White,29,Alabama,4849377,5.8,196
2014,Female,White,29,Alabama,4849377,5.8,196
2014,Female,White,17,Alabama,4849377,5.8,196
2014,Female,White,17,Alabama,4849377,5.8,196
2014,Female,White,21,Alabama,4849377,5.8,196
2014,Female,White,21,Alabama,4849377,5.8,196
1999,Male,Black or African American,17,Alabama,4430141,0.9,116
1999,Male,Black or African American,17,Alabama,4430141,0.9,116
2001,Male,Black or African American,17,Alabama,4467634,1.5,138
2001,Male,Black or African American,17,Alabama,4467634,1.5,138
2001,Male,Black or African American,12,Alabama,4467634,1.5,138
2001,Male,Black or African American,12,Alabama,4467634,1.5,138
2002,Male,Black or African American,10,Alabama,4480089,1.7,142
2002,Male,Black or African American,10,Alabama,4480089,1.7,142
2003,Male,Black or African American,16,Alabama,4503491,1.2,149
2003,Male,Black or African American,16,Alabama,4503491,1.2,149
2004,Male,Black or African American,15,Alabama,4530729,2,155
2004,Male,Black or African American,15,Alabama,4530729,2,155
2004,Male,Black or African American,11,Alabama,4530729,2,155
2004,Male,Black or African American,11,Alabama,4530729,2,155
2005,Male,Black or African American,15,Alabama,4569805,1.8,163
2005,Male,Black or African American,15,Alabama,4569805,1.8,163
2005,Male,Black or African American,15,Alabama,4569805,1.8,163
2005,Male,Black or African American,15,Alabama,4569805,1.8,163
2006,Male,Black or African American,22,Alabama,4628981,2.9,174
2006,Male,Black or African American,22,Alabama,4628981,2.9,174
2006,Male,Black or African American,17,Alabama,4628981,2.9,174
2006,Male,Black or African American,17,Alabama,4628981,2.9,174
2007,Male,Black or African American,27,Alabama,4672840,3.7,184
2007,Male,Black or African American,27,Alabama,4672840,3.7,184
2007,Male,Black or African American,14,Alabama,4672840,3.7,184
2007,Male,Black or African American,14,Alabama,4672840,3.7,184
2008,Male,Black or African American,19,Alabama,4718206,4.1,196
2008,Male,Black or African American,19,Alabama,4718206,4.1,196
2008,Male,Black or African American,11,Alabama,4718206,4.1,196
2008,Male,Black or African American,11,Alabama,4718206,4.1,196
2009,Male,Black or African American,24,Alabama,4757938,4.4,202
2009,Male,Black or African American,24,Alabama,4757938,4.4,202
2009,Male,Black or African American,11,Alabama,4757938,4.4,202
2009,Male,Black or African American,11,Alabama,4757938,4.4,202
2010,Male,Black or African American,19,Alabama,4779736,4.1,210
2010,Male,Black or African American,19,Alabama,4779736,4.1,210
2011,Male,Black or African American,21,Alabama,4802740,3.7,219
2011,Male,Black or African American,21,Alabama,4802740,3.7,219
2012,Male,Black or African American,17,Alabama,4822023,3.6,217
2012,Male,Black or African American,17,Alabama,4822023,3.6,217
2012,Male,Black or African American,13,Alabama,4822023,3.6,217
2012,Male,Black or African American,13,Alabama,4822023,3.6,217
2013,Male,Black or African American,27,Alabama,4833722,3.6,207
2013,Male,Black or African American,27,Alabama,4833722,3.6,207
2014,Male,Black or African American,34,Alabama,4849377,5.8,196
2014,Male,Black or African American,34,Alabama,4849377,5.8,196
2014,Male,Black or African American,14,Alabama,4849377,5.8,196
2014,Male,Black or African American,14,Alabama,4849377,5.8,196
1999,Male,White,48,Alabama,4430141,0.9,116
1999,Male,White,48,Alabama,4430141,0.9,116
1999,Male,White,17,Alabama,4430141,0.9,116
1999,Male,White,17,Alabama,4430141,0.9,116
1999,Male,White,13,Alabama,4430141,0.9,116
1999,Male,White,13,Alabama,4430141,0.9,116
2000,Male,White,66,Alabama,4447100,1,126
2000,Male,White,66,Alabama,4447100,1,126
2000,Male,White,20,Alabama,4447100,1,126
2000,Male,White,20,Alabama,4447100,1,126
2000,Male,White,10,Alabama,4447100,1,126
2000,Male,White,10,Alabama,4447100,1,126
2000,Male,White,13,Alabama,4447100,1,126
2000,Male,White,13,Alabama,4447100,1,126
2001,Male,White,79,Alabama,4467634,1.5,138
2001,Male,White,79,Alabama,4467634,1.5,138
2001,Male,White,14,Alabama,4467634,1.5,138
2001,Male,White,14,Alabama,4467634,1.5,138
2001,Male,White,16,Alabama,4467634,1.5,138
2001,Male,White,16,Alabama,4467634,1.5,138
2002,Male,White,92,Alabama,4480089,1.7,142
2002,Male,White,92,Alabama,4480089,1.7,142
2002,Male,White,20,Alabama,4480089,1.7,142
2002,Male,White,20,Alabama,4480089,1.7,142
2003,Male,White,88,Alabama,4503491,1.2,149
2003,Male,White,88,Alabama,4503491,1.2,149
2003,Male,White,12,Alabama,4503491,1.2,149
2003,Male,White,12,Alabama,4503491,1.2,149
2003,Male,White,25,Alabama,4503491,1.2,149
2003,Male,White,25,Alabama,4503491,1.2,149
2004,Male,White,124,Alabama,4530729,2,155
2004,Male,White,124,Alabama,4530729,2,155
2004,Male,White,19,Alabama,4530729,2,155
2004,Male,White,19,Alabama,4530729,2,155
2004,Male,White,10,Alabama,4530729,2,155
2004,Male,White,10,Alabama,4530729,2,155
2004,Male,White,18,Alabama,4530729,2,155
2004,Male,White,18,Alabama,4530729,2,155
2005,Male,White,129,Alabama,4569805,1.8,163
2005,Male,White,129,Alabama,4569805,1.8,163
2005,Male,White,13,Alabama,4569805,1.8,163
2005,Male,White,13,Alabama,4569805,1.8,163
2005,Male,White,25,Alabama,4569805,1.8,163
2005,Male,White,25,Alabama,4569805,1.8,163
2005,Male,White,15,Alabama,4569805,1.8,163
2005,Male,White,15,Alabama,4569805,1.8,163
2006,Male,White,168,Alabama,4628981,2.9,174
2006,Male,White,168,Alabama,4628981,2.9,174
2006,Male,White,20,Alabama,4628981,2.9,174
2006,Male,White,20,Alabama,4628981,2.9,174
2006,Male,White,25,Alabama,4628981,2.9,174
2006,Male,White,25,Alabama,4628981,2.9,174
2006,Male,White,32,Alabama,4628981,2.9,174
2006,Male,White,32,Alabama,4628981,2.9,174
2007,Male,White,222,Alabama,4672840,3.7,184
2007,Male,White,222,Alabama,4672840,3.7,184
2007,Male,White,18,Alabama,4672840,3.7,184
2007,Male,White,18,Alabama,4672840,3.7,184
2007,Male,White,21,Alabama,4672840,3.7,184
2007,Male,White,21,Alabama,4672840,3.7,184
2007,Male,White,16,Alabama,4672840,3.7,184
2007,Male,White,16,Alabama,4672840,3.7,184
2008,Male,White,247,Alabama,4718206,4.1,196
2008,Male,White,247,Alabama,4718206,4.1,196
2008,Male,White,18,Alabama,4718206,4.1,196
2008,Male,White,18,Alabama,4718206,4.1,196
2008,Male,White,39,Alabama,4718206,4.1,196
2008,Male,White,39,Alabama,4718206,4.1,196
2008,Male,White,13,Alabama,4718206,4.1,196
2008,Male,White,13,Alabama,4718206,4.1,196
2009,Male,White,271,Alabama,4757938,4.4,202
2009,Male,White,271,Alabama,4757938,4.4,202
2009,Male,White,26,Alabama,4757938,4.4,202
2009,Male,White,26,Alabama,4757938,4.4,202
2009,Male,White,16,Alabama,4757938,4.4,202
2009,Male,White,16,Alabama,4757938,4.4,202
2009,Male,White,27,Alabama,4757938,4.4,202
2009,Male,White,27,Alabama,4757938,4.4,202
2010,Male,White,243,Alabama,4779736,4.1,210
2010,Male,White,243,Alabama,4779736,4.1,210
2010,Male,White,26,Alabama,4779736,4.1,210
2010,Male,White,26,Alabama,4779736,4.1,210
2010,Male,White,15,Alabama,4779736,4.1,210
2010,Male,White,15,Alabama,4779736,4.1,210
2010,Male,White,17,Alabama,4779736,4.1,210
2010,Male,White,17,Alabama,4779736,4.1,210
2011,Male,White,252,Alabama,4802740,3.7,219
2011,Male,White,252,Alabama,4802740,3.7,219
2011,Male,White,17,Alabama,4802740,3.7,219
2011,Male,White,17,Alabama,4802740,3.7,219
2011,Male,White,10,Alabama,4802740,3.7,219
2011,Male,White,10,Alabama,4802740,3.7,219
2011,Male,White,29,Alabama,4802740,3.7,219
2011,Male,White,29,Alabama,4802740,3.7,219
2012,Male,White,265,Alabama,4822023,3.6,217
2012,Male,White,265,Alabama,4822023,3.6,217
2012,Male,White,34,Alabama,4822023,3.6,217
2012,Male,White,34,Alabama,4822023,3.6,217
2012,Male,White,14,Alabama,4822023,3.6,217
2012,Male,White,14,Alabama,4822023,3.6,217
2012,Male,White,37,Alabama,4822023,3.6,217
2012,Male,White,37,Alabama,4822023,3.6,217
2013,Male,White,277,Alabama,4833722,3.6,207
2013,Male,White,277,Alabama,4833722,3.6,207
2013,Male,White,16,Alabama,4833722,3.6,207
2013,Male,White,16,Alabama,4833722,3.6,207
2013,Male,White,15,Alabama,4833722,3.6,207
2013,Male,White,15,Alabama,4833722,3.6,207
2013,Male,White,30,Alabama,4833722,3.6,207
2013,Male,White,30,Alabama,4833722,3.6,207
2014,Male,White,327,Alabama,4849377,5.8,196
2014,Male,White,327,Alabama,4849377,5.8,196
2014,Male,White,21,Alabama,4849377,5.8,196
2014,Male,White,21,Alabama,4849377,5.8,196
2014,Male,White,12,Alabama,4849377,5.8,196
2014,Male,White,12,Alabama,4849377,5.8,196
2014,Male,White,34,Alabama,4849377,5.8,196
2014,Male,White,34,Alabama,4849377,5.8,196
2003,Female,American Indian or Alaska Native,10,Alaska,648414,Unreliable,149
2003,Female,American Indian or Alaska Native,10,Alaska,648414,Unreliable,149
2005,Female,American Indian or Alaska Native,11,Alaska,666946,Unreliable,163
2005,Female,American Indian or Alaska Native,11,Alaska,666946,Unreliable,163
2009,Female,American Indian or Alaska Native,12,Alaska,698895,13.4,202
2009,Female,American Indian or Alaska Native,12,Alaska,698895,13.4,202
2012,Female,American Indian or Alaska Native,16,Alaska,731449,11.1,217
2012,Female,American Indian or Alaska Native,16,Alaska,731449,11.1,217
2014,Female,American Indian or Alaska Native,12,Alaska,736732,10.7,196
2014,Female,American Indian or Alaska Native,12,Alaska,736732,10.7,196
2000,Female,White,15,Alaska,626932,4.3,126
2000,Female,White,15,Alaska,626932,4.3,126
2001,Female,White,17,Alaska,633714,Unreliable,138
2001,Female,White,17,Alaska,633714,Unreliable,138
2002,Female,White,20,Alaska,642337,Suppressed,142
2002,Female,White,20,Alaska,642337,Suppressed,142
2003,Female,White,23,Alaska,648414,Unreliable,149
2003,Female,White,23,Alaska,648414,Unreliable,149
2004,Female,White,25,Alaska,659286,Unreliable,155
2004,Female,White,25,Alaska,659286,Unreliable,155
2005,Female,White,15,Alaska,666946,Unreliable,163
2005,Female,White,15,Alaska,666946,Unreliable,163
2006,Female,White,17,Alaska,675302,4.3,174
2006,Female,White,17,Alaska,675302,4.3,174
2007,Female,White,16,Alaska,680300,Unreliable,184
2007,Female,White,16,Alaska,680300,Unreliable,184
2008,Female,White,18,Alaska,687455,13.7,196
2008,Female,White,18,Alaska,687455,13.7,196
2009,Female,White,25,Alaska,698895,13.4,202
2009,Female,White,25,Alaska,698895,13.4,202
2010,Female,White,27,Alaska,710231,10,210
2010,Female,White,27,Alaska,710231,10,210
2011,Female,White,27,Alaska,722718,10,219
2011,Female,White,27,Alaska,722718,10,219
2012,Female,White,30,Alaska,731449,11.1,217
2012,Female,White,30,Alaska,731449,11.1,217
2013,Female,White,20,Alaska,735132,9.4,207
2013,Female,White,20,Alaska,735132,9.4,207
2014,Female,White,27,Alaska,736732,10.7,196
2014,Female,White,27,Alaska,736732,10.7,196
2008,Male,American Indian or Alaska Native,13,Alaska,687455,13.7,196
2008,Male,American Indian or Alaska Native,13,Alaska,687455,13.7,196
2009,Male,American Indian or Alaska Native,12,Alaska,698895,13.4,202
2009,Male,American Indian or Alaska Native,12,Alaska,698895,13.4,202
2011,Male,American Indian or Alaska Native,10,Alaska,722718,10,219
2011,Male,American Indian or Alaska Native,10,Alaska,722718,10,219
2012,Male,American Indian or Alaska Native,10,Alaska,731449,11.1,217
2012,Male,American Indian or Alaska Native,10,Alaska,731449,11.1,217
2014,Male,American Indian or Alaska Native,15,Alaska,736732,10.7,196
2014,Male,American Indian or Alaska Native,15,Alaska,736732,10.7,196
1999,Male,White,13,Alaska,624779,4.5,116
1999,Male,White,13,Alaska,624779,4.5,116
2000,Male,White,14,Alaska,626932,4.3,126
2000,Male,White,14,Alaska,626932,4.3,126
2001,Male,White,25,Alaska,633714,Unreliable,138
2001,Male,White,25,Alaska,633714,Unreliable,138
2002,Male,White,37,Alaska,642337,Suppressed,142
2002,Male,White,37,Alaska,642337,Suppressed,142
2003,Male,White,31,Alaska,648414,Unreliable,149
2003,Male,White,31,Alaska,648414,Unreliable,149
2004,Male,White,28,Alaska,659286,Unreliable,155
2004,Male,White,28,Alaska,659286,Unreliable,155
2005,Male,White,30,Alaska,666946,Unreliable,163
2005,Male,White,30,Alaska,666946,Unreliable,163
2006,Male,White,38,Alaska,675302,4.3,174
2006,Male,White,38,Alaska,675302,4.3,174
2007,Male,White,36,Alaska,680300,Unreliable,184
2007,Male,White,36,Alaska,680300,Unreliable,184
2008,Male,White,51,Alaska,687455,13.7,196
2008,Male,White,51,Alaska,687455,13.7,196
2009,Male,White,51,Alaska,698895,13.4,202
2009,Male,White,51,Alaska,698895,13.4,202
2010,Male,White,31,Alaska,710231,10,210
2010,Male,White,31,Alaska,710231,10,210
2011,Male,White,52,Alaska,722718,10,219
2011,Male,White,52,Alaska,722718,10,219
2012,Male,White,50,Alaska,731449,11.1,217
2012,Male,White,50,Alaska,731449,11.1,217
2013,Male,White,51,Alaska,735132,9.4,207
2013,Male,White,51,Alaska,735132,9.4,207
2014,Male,White,42,Alaska,736732,10.7,196
2014,Male,White,42,Alaska,736732,10.7,196
2010,Female,American Indian or Alaska Native,13,Arizona,6392017,10.2,210
2010,Female,American Indian or Alaska Native,13,Arizona,6392017,10.2,210
2011,Female,American Indian or Alaska Native,12,Arizona,6482505,9.2,219
2011,Female,American Indian or Alaska Native,12,Arizona,6482505,9.2,219
2012,Female,American Indian or Alaska Native,21,Arizona,6553255,8.6,217
2012,Female,American Indian or Alaska Native,21,Arizona,6553255,8.6,217
2013,Female,American Indian or Alaska Native,20,Arizona,6626624,8.2,207
2013,Female,American Indian or Alaska Native,20,Arizona,6626624,8.2,207
2014,Female,American Indian or Alaska Native,14,Arizona,6731484,9.2,196
2014,Female,American Indian or Alaska Native,14,Arizona,6731484,9.2,196
2005,Female,Black or African American,12,Arizona,5839077,6.7,163
2005,Female,Black or African American,12,Arizona,5839077,6.7,163
2006,Female,Black or African American,12,Arizona,6029141,7.9,174
2006,Female,Black or African American,12,Arizona,6029141,7.9,174
2007,Female,Black or African American,10,Arizona,6167681,7.9,184
2007,Female,Black or African American,10,Arizona,6167681,7.9,184
2008,Female,Black or African American,13,Arizona,6280362,8.2,196
2008,Female,Black or African American,13,Arizona,6280362,8.2,196
2009,Female,Black or African American,12,Arizona,6343154,9.9,202
2009,Female,Black or African American,12,Arizona,6343154,9.9,202
2010,Female,Black or African American,15,Arizona,6392017,10.2,210
2010,Female,Black or African American,15,Arizona,6392017,10.2,210
2011,Female,Black or African American,14,Arizona,6482505,9.2,219
2011,Female,Black or African American,14,Arizona,6482505,9.2,219
2012,Female,Black or African American,16,Arizona,6553255,8.6,217
2012,Female,Black or African American,16,Arizona,6553255,8.6,217
2013,Female,Black or African American,11,Arizona,6626624,8.2,207
2013,Female,Black or African American,11,Arizona,6626624,8.2,207
2014,Female,Black or African American,22,Arizona,6731484,9.2,196
2014,Female,Black or African American,22,Arizona,6731484,9.2,196
1999,Female,White,61,Arizona,5023823,5,116
1999,Female,White,61,Arizona,5023823,5,116
1999,Female,White,44,Arizona,5023823,5,116
1999,Female,White,44,Arizona,5023823,5,116
1999,Female,White,14,Arizona,5023823,5,116
1999,Female,White,14,Arizona,5023823,5,116
2000,Female,White,71,Arizona,5130632,4.9,126
2000,Female,White,71,Arizona,5130632,4.9,126
2000,Female,White,56,Arizona,5130632,4.9,126
2000,Female,White,56,Arizona,5130632,4.9,126
2000,Female,White,16,Arizona,5130632,4.9,126
2000,Female,White,16,Arizona,5130632,4.9,126
2000,Female,White,16,Arizona,5130632,4.9,126
2000,Female,White,16,Arizona,5130632,4.9,126
2001,Female,White,102,Arizona,5273477,5.2,138
2001,Female,White,102,Arizona,5273477,5.2,138
2001,Female,White,41,Arizona,5273477,5.2,138
2001,Female,White,41,Arizona,5273477,5.2,138
2001,Female,White,15,Arizona,5273477,5.2,138
2001,Female,White,15,Arizona,5273477,5.2,138
2001,Female,White,12,Arizona,5273477,5.2,138
2001,Female,White,12,Arizona,5273477,5.2,138
2002,Female,White,110,Arizona,5396255,6.3,142
2002,Female,White,110,Arizona,5396255,6.3,142
2002,Female,White,56,Arizona,5396255,6.3,142
2002,Female,White,56,Arizona,5396255,6.3,142
2002,Female,White,22,Arizona,5396255,6.3,142
2002,Female,White,22,Arizona,5396255,6.3,142
2002,Female,White,13,Arizona,5396255,6.3,142
2002,Female,White,13,Arizona,5396255,6.3,142
2003,Female,White,146,Arizona,5510364,6.4,149
2003,Female,White,146,Arizona,5510364,6.4,149
2003,Female,White,59,Arizona,5510364,6.4,149
2003,Female,White,59,Arizona,5510364,6.4,149
2003,Female,White,21,Arizona,5510364,6.4,149
2003,Female,White,21,Arizona,5510364,6.4,149
2003,Female,White,12,Arizona,5510364,6.4,149
2003,Female,White,12,Arizona,5510364,6.4,149
2004,Female,White,144,Arizona,5652404,6.4,155
2004,Female,White,144,Arizona,5652404,6.4,155
2004,Female,White,66,Arizona,5652404,6.4,155
2004,Female,White,66,Arizona,5652404,6.4,155
2004,Female,White,38,Arizona,5652404,6.4,155
2004,Female,White,38,Arizona,5652404,6.4,155
2004,Female,White,17,Arizona,5652404,6.4,155
2004,Female,White,17,Arizona,5652404,6.4,155
2005,Female,White,180,Arizona,5839077,6.7,163
2005,Female,White,180,Arizona,5839077,6.7,163
2005,Female,White,59,Arizona,5839077,6.7,163
2005,Female,White,59,Arizona,5839077,6.7,163
2005,Female,White,47,Arizona,5839077,6.7,163
2005,Female,White,47,Arizona,5839077,6.7,163
2005,Female,White,12,Arizona,5839077,6.7,163
2005,Female,White,12,Arizona,5839077,6.7,163
2006,Female,White,200,Arizona,6029141,7.9,174
2006,Female,White,200,Arizona,6029141,7.9,174
2006,Female,White,72,Arizona,6029141,7.9,174
2006,Female,White,72,Arizona,6029141,7.9,174
2006,Female,White,38,Arizona,6029141,7.9,174
2006,Female,White,38,Arizona,6029141,7.9,174
2006,Female,White,20,Arizona,6029141,7.9,174
2006,Female,White,20,Arizona,6029141,7.9,174
2007,Female,White,206,Arizona,6167681,7.9,184
2007,Female,White,206,Arizona,6167681,7.9,184
2007,Female,White,94,Arizona,6167681,7.9,184
2007,Female,White,94,Arizona,6167681,7.9,184
2007,Female,White,29,Arizona,6167681,7.9,184
2007,Female,White,29,Arizona,6167681,7.9,184
2007,Female,White,11,Arizona,6167681,7.9,184
2007,Female,White,11,Arizona,6167681,7.9,184
2008,Female,White,202,Arizona,6280362,8.2,196
2008,Female,White,202,Arizona,6280362,8.2,196
2008,Female,White,80,Arizona,6280362,8.2,196
2008,Female,White,80,Arizona,6280362,8.2,196
2008,Female,White,27,Arizona,6280362,8.2,196
2008,Female,White,27,Arizona,6280362,8.2,196
2009,Female,White,259,Arizona,6343154,9.9,202
2009,Female,White,259,Arizona,6343154,9.9,202
2009,Female,White,85,Arizona,6343154,9.9,202
2009,Female,White,85,Arizona,6343154,9.9,202
2009,Female,White,32,Arizona,6343154,9.9,202
2009,Female,White,32,Arizona,6343154,9.9,202
2009,Female,White,12,Arizona,6343154,9.9,202
2009,Female,White,12,Arizona,6343154,9.9,202
2010,Female,White,303,Arizona,6392017,10.2,210
2010,Female,White,303,Arizona,6392017,10.2,210
2010,Female,White,77,Arizona,6392017,10.2,210
2010,Female,White,77,Arizona,6392017,10.2,210
2010,Female,White,52,Arizona,6392017,10.2,210
2010,Female,White,52,Arizona,6392017,10.2,210
2010,Female,White,10,Arizona,6392017,10.2,210
2010,Female,White,10,Arizona,6392017,10.2,210
2011,Female,White,273,Arizona,6482505,9.2,219
2011,Female,White,273,Arizona,6482505,9.2,219
2011,Female,White,116,Arizona,6482505,9.2,219
2011,Female,White,116,Arizona,6482505,9.2,219
2011,Female,White,51,Arizona,6482505,9.2,219
2011,Female,White,51,Arizona,6482505,9.2,219
2011,Female,White,16,Arizona,6482505,9.2,219
2011,Female,White,16,Arizona,6482505,9.2,219
2012,Female,White,287,Arizona,6553255,8.6,217
2012,Female,White,287,Arizona,6553255,8.6,217
2012,Female,White,76,Arizona,6553255,8.6,217
2012,Female,White,76,Arizona,6553255,8.6,217
2012,Female,White,59,Arizona,6553255,8.6,217
2012,Female,White,59,Arizona,6553255,8.6,217
2012,Female,White,27,Arizona,6553255,8.6,217
2012,Female,White,27,Arizona,6553255,8.6,217
2013,Female,White,333,Arizona,6626624,8.2,207
2013,Female,White,333,Arizona,6626624,8.2,207
2013,Female,White,74,Arizona,6626624,8.2,207
2013,Female,White,74,Arizona,6626624,8.2,207
2013,Female,White,62,Arizona,6626624,8.2,207
2013,Female,White,62,Arizona,6626624,8.2,207
2013,Female,White,29,Arizona,6626624,8.2,207
2013,Female,White,29,Arizona,6626624,8.2,207
2014,Female,White,301,Arizona,6731484,9.2,196
2014,Female,White,301,Arizona,6731484,9.2,196
2014,Female,White,90,Arizona,6731484,9.2,196
2014,Female,White,90,Arizona,6731484,9.2,196
2014,Female,White,52,Arizona,6731484,9.2,196
2014,Female,White,52,Arizona,6731484,9.2,196
2014,Female,White,19,Arizona,6731484,9.2,196
2014,Female,White,19,Arizona,6731484,9.2,196
1999,Male,American Indian or Alaska Native,10,Arizona,5023823,5,116
1999,Male,American Indian or Alaska Native,10,Arizona,5023823,5,116
2000,Male,American Indian or Alaska Native,16,Arizona,5130632,4.9,126
2000,Male,American Indian or Alaska Native,16,Arizona,5130632,4.9,126
2001,Male,American Indian or Alaska Native,13,Arizona,5273477,5.2,138
2001,Male,American Indian or Alaska Native,13,Arizona,5273477,5.2,138
