Year,Gender,Race,Deaths,State,Population,Crude Rate,Dispensed Prescription
2003,Female,White,23,Massachusetts,6422565,9.3,149
2003,Female,White,23,Massachusetts,6422565,9.3,149
2003,Female,White,39,Massachusetts,6422565,9.3,149
2003,Female,White,39,Massachusetts,6422565,9.3,149
2003,Female,White,165,Massachusetts,6422565,9.3,149
2003,Female,White,165,Massachusetts,6422565,9.3,149
2003,Female,White,16,Massachusetts,6422565,9.3,149
2003,Female,White,16,Massachusetts,6422565,9.3,149
2004,Female,White,31,Massachusetts,6412281,7.3,155
2004,Female,White,31,Massachusetts,6412281,7.3,155
2004,Female,White,30,Massachusetts,6412281,7.3,155
2004,Female,White,30,Massachusetts,6412281,7.3,155
2004,Female,White,150,Massachusetts,6412281,7.3,155
2004,Female,White,150,Massachusetts,6412281,7.3,155
2005,Female,White,170,Massachusetts,6403290,9,163
2005,Female,White,170,Massachusetts,6403290,9,163
2005,Female,White,46,Massachusetts,6403290,9,163
2005,Female,White,46,Massachusetts,6403290,9,163
2005,Female,White,35,Massachusetts,6403290,9,163
2005,Female,White,35,Massachusetts,6403290,9,163
2005,Female,White,23,Massachusetts,6403290,9,163
2005,Female,White,23,Massachusetts,6403290,9,163
2006,Female,White,222,Massachusetts,6410084,10.5,174
2006,Female,White,222,Massachusetts,6410084,10.5,174
2006,Female,White,54,Massachusetts,6410084,10.5,174
2006,Female,White,54,Massachusetts,6410084,10.5,174
2006,Female,White,24,Massachusetts,6410084,10.5,174
2006,Female,White,24,Massachusetts,6410084,10.5,174
2006,Female,White,11,Massachusetts,6410084,10.5,174
2006,Female,White,11,Massachusetts,6410084,10.5,174
2007,Female,White,230,Massachusetts,6431559,10.3,184
2007,Female,White,230,Massachusetts,6431559,10.3,184
2007,Female,White,54,Massachusetts,6431559,10.3,184
2007,Female,White,54,Massachusetts,6431559,10.3,184
2007,Female,White,30,Massachusetts,6431559,10.3,184
2007,Female,White,30,Massachusetts,6431559,10.3,184
2007,Female,White,19,Massachusetts,6431559,10.3,184
2007,Female,White,19,Massachusetts,6431559,10.3,184
2008,Female,White,171,Massachusetts,6468967,9.5,196
2008,Female,White,171,Massachusetts,6468967,9.5,196
2008,Female,White,38,Massachusetts,6468967,9.5,196
2008,Female,White,38,Massachusetts,6468967,9.5,196
2008,Female,White,16,Massachusetts,6468967,9.5,196
2008,Female,White,16,Massachusetts,6468967,9.5,196
2008,Female,White,16,Massachusetts,6468967,9.5,196
2008,Female,White,16,Massachusetts,6468967,9.5,196
2009,Female,White,184,Massachusetts,6517613,9.8,202
2009,Female,White,184,Massachusetts,6517613,9.8,202
2009,Female,White,35,Massachusetts,6517613,9.8,202
2009,Female,White,35,Massachusetts,6517613,9.8,202
2009,Female,White,20,Massachusetts,6517613,9.8,202
2009,Female,White,20,Massachusetts,6517613,9.8,202
2009,Female,White,30,Massachusetts,6517613,9.8,202
2009,Female,White,30,Massachusetts,6517613,9.8,202
2010,Female,White,165,Massachusetts,6547629,8.8,210
2010,Female,White,165,Massachusetts,6547629,8.8,210
2010,Female,White,45,Massachusetts,6547629,8.8,210
2010,Female,White,45,Massachusetts,6547629,8.8,210
2010,Female,White,25,Massachusetts,6547629,8.8,210
2010,Female,White,25,Massachusetts,6547629,8.8,210
2010,Female,White,21,Massachusetts,6547629,8.8,210
2010,Female,White,21,Massachusetts,6547629,8.8,210
2011,Female,White,188,Massachusetts,6587536,10.2,219
2011,Female,White,188,Massachusetts,6587536,10.2,219
2011,Female,White,58,Massachusetts,6587536,10.2,219
2011,Female,White,58,Massachusetts,6587536,10.2,219
2011,Female,White,20,Massachusetts,6587536,10.2,219
2011,Female,White,20,Massachusetts,6587536,10.2,219
2011,Female,White,46,Massachusetts,6587536,10.2,219
2011,Female,White,46,Massachusetts,6587536,10.2,219
2012,Female,White,209,Massachusetts,6646144,10.7,217
2012,Female,White,209,Massachusetts,6646144,10.7,217
2012,Female,White,52,Massachusetts,6646144,10.7,217
2012,Female,White,52,Massachusetts,6646144,10.7,217
2012,Female,White,33,Massachusetts,6646144,10.7,217
2012,Female,White,33,Massachusetts,6646144,10.7,217
2013,Female,White,258,Massachusetts,6692824,13.6,207
2013,Female,White,258,Massachusetts,6692824,13.6,207
2013,Female,White,57,Massachusetts,6692824,13.6,207
2013,Female,White,57,Massachusetts,6692824,13.6,207
2013,Female,White,24,Massachusetts,6692824,13.6,207
2013,Female,White,24,Massachusetts,6692824,13.6,207
2013,Female,White,34,Massachusetts,6692824,13.6,207
2013,Female,White,34,Massachusetts,6692824,13.6,207
2014,Female,White,302,Massachusetts,6745408,17.2,196
2014,Female,White,302,Massachusetts,6745408,17.2,196
2014,Female,White,38,Massachusetts,6745408,17.2,196
2014,Female,White,38,Massachusetts,6745408,17.2,196
2014,Female,White,13,Massachusetts,6745408,17.2,196
2014,Female,White,13,Massachusetts,6745408,17.2,196
2014,Female,White,41,Massachusetts,6745408,17.2,196
2014,Female,White,41,Massachusetts,6745408,17.2,196
1999,Male,Black or African American,20,Massachusetts,6317345,5.5,116
1999,Male,Black or African American,20,Massachusetts,6317345,5.5,116
2000,Male,Black or African American,14,Massachusetts,6349097,5,126
2000,Male,Black or African American,14,Massachusetts,6349097,5,126
2001,Male,Black or African American,34,Massachusetts,6397634,8.1,138
2001,Male,Black or African American,34,Massachusetts,6397634,8.1,138
2002,Male,Black or African American,24,Massachusetts,6417206,7.7,142
2002,Male,Black or African American,24,Massachusetts,6417206,7.7,142
2003,Male,Black or African American,40,Massachusetts,6422565,9.3,149
2003,Male,Black or African American,40,Massachusetts,6422565,9.3,149
2004,Male,Black or African American,24,Massachusetts,6412281,7.3,155
2004,Male,Black or African American,24,Massachusetts,6412281,7.3,155
2005,Male,Black or African American,27,Massachusetts,6403290,9,163
2005,Male,Black or African American,27,Massachusetts,6403290,9,163
2006,Male,Black or African American,41,Massachusetts,6410084,10.5,174
2006,Male,Black or African American,41,Massachusetts,6410084,10.5,174
2007,Male,Black or African American,28,Massachusetts,6431559,10.3,184
2007,Male,Black or African American,28,Massachusetts,6431559,10.3,184
2008,Male,Black or African American,32,Massachusetts,6468967,9.5,196
2008,Male,Black or African American,32,Massachusetts,6468967,9.5,196
2009,Male,Black or African American,32,Massachusetts,6517613,9.8,202
2009,Male,Black or African American,32,Massachusetts,6517613,9.8,202
2010,Male,Black or African American,23,Massachusetts,6547629,8.8,210
2010,Male,Black or African American,23,Massachusetts,6547629,8.8,210
2011,Male,Black or African American,22,Massachusetts,6587536,10.2,219
2011,Male,Black or African American,22,Massachusetts,6587536,10.2,219
2012,Male,Black or African American,23,Massachusetts,6646144,10.7,217
2012,Male,Black or African American,23,Massachusetts,6646144,10.7,217
2013,Male,Black or African American,36,Massachusetts,6692824,13.6,207
2013,Male,Black or African American,36,Massachusetts,6692824,13.6,207
2014,Male,Black or African American,31,Massachusetts,6745408,17.2,196
2014,Male,Black or African American,31,Massachusetts,6745408,17.2,196
1999,Male,White,29,Massachusetts,6317345,5.5,116
1999,Male,White,29,Massachusetts,6317345,5.5,116
1999,Male,White,28,Massachusetts,6317345,5.5,116
1999,Male,White,28,Massachusetts,6317345,5.5,116
1999,Male,White,244,Massachusetts,6317345,5.5,116
1999,Male,White,244,Massachusetts,6317345,5.5,116
1999,Male,White,14,Massachusetts,6317345,5.5,116
1999,Male,White,14,Massachusetts,6317345,5.5,116
2000,Male,White,35,Massachusetts,6349097,5,126
2000,Male,White,35,Massachusetts,6349097,5,126
2000,Male,White,19,Massachusetts,6349097,5,126
2000,Male,White,19,Massachusetts,6349097,5,126
2000,Male,White,246,Massachusetts,6349097,5,126
2000,Male,White,246,Massachusetts,6349097,5,126
2000,Male,White,16,Massachusetts,6349097,5,126
2000,Male,White,16,Massachusetts,6349097,5,126
2001,Male,White,39,Massachusetts,6397634,8.1,138
2001,Male,White,39,Massachusetts,6397634,8.1,138
2001,Male,White,28,Massachusetts,6397634,8.1,138
2001,Male,White,28,Massachusetts,6397634,8.1,138
2001,Male,White,370,Massachusetts,6397634,8.1,138
2001,Male,White,370,Massachusetts,6397634,8.1,138
2001,Male,White,15,Massachusetts,6397634,8.1,138
2001,Male,White,15,Massachusetts,6397634,8.1,138
2002,Male,White,38,Massachusetts,6417206,7.7,142
2002,Male,White,38,Massachusetts,6417206,7.7,142
2002,Male,White,33,Massachusetts,6417206,7.7,142
2002,Male,White,33,Massachusetts,6417206,7.7,142
2002,Male,White,367,Massachusetts,6417206,7.7,142
2002,Male,White,367,Massachusetts,6417206,7.7,142
2002,Male,White,26,Massachusetts,6417206,7.7,142
2002,Male,White,26,Massachusetts,6417206,7.7,142
2003,Male,White,49,Massachusetts,6422565,9.3,149
2003,Male,White,49,Massachusetts,6422565,9.3,149
2003,Male,White,28,Massachusetts,6422565,9.3,149
2003,Male,White,28,Massachusetts,6422565,9.3,149
2003,Male,White,452,Massachusetts,6422565,9.3,149
2003,Male,White,452,Massachusetts,6422565,9.3,149
2003,Male,White,35,Massachusetts,6422565,9.3,149
2003,Male,White,35,Massachusetts,6422565,9.3,149
2004,Male,White,61,Massachusetts,6412281,7.3,155
2004,Male,White,61,Massachusetts,6412281,7.3,155
2004,Male,White,25,Massachusetts,6412281,7.3,155
2004,Male,White,25,Massachusetts,6412281,7.3,155
2004,Male,White,324,Massachusetts,6412281,7.3,155
2004,Male,White,324,Massachusetts,6412281,7.3,155
2004,Male,White,27,Massachusetts,6412281,7.3,155
2004,Male,White,27,Massachusetts,6412281,7.3,155
2005,Male,White,417,Massachusetts,6403290,9,163
2005,Male,White,417,Massachusetts,6403290,9,163
2005,Male,White,35,Massachusetts,6403290,9,163
2005,Male,White,35,Massachusetts,6403290,9,163
2005,Male,White,31,Massachusetts,6403290,9,163
2005,Male,White,31,Massachusetts,6403290,9,163
2005,Male,White,61,Massachusetts,6403290,9,163
2005,Male,White,61,Massachusetts,6403290,9,163
2006,Male,White,541,Massachusetts,6410084,10.5,174
2006,Male,White,541,Massachusetts,6410084,10.5,174
2006,Male,White,38,Massachusetts,6410084,10.5,174
2006,Male,White,38,Massachusetts,6410084,10.5,174
2006,Male,White,22,Massachusetts,6410084,10.5,174
2006,Male,White,22,Massachusetts,6410084,10.5,174
2006,Male,White,30,Massachusetts,6410084,10.5,174
2006,Male,White,30,Massachusetts,6410084,10.5,174
2007,Male,White,487,Massachusetts,6431559,10.3,184
2007,Male,White,487,Massachusetts,6431559,10.3,184
2007,Male,White,39,Massachusetts,6431559,10.3,184
2007,Male,White,39,Massachusetts,6431559,10.3,184
2007,Male,White,26,Massachusetts,6431559,10.3,184
2007,Male,White,26,Massachusetts,6431559,10.3,184
2007,Male,White,53,Massachusetts,6431559,10.3,184
2007,Male,White,53,Massachusetts,6431559,10.3,184
2008,Male,White,451,Massachusetts,6468967,9.5,196
2008,Male,White,451,Massachusetts,6468967,9.5,196
2008,Male,White,41,Massachusetts,6468967,9.5,196
2008,Male,White,41,Massachusetts,6468967,9.5,196
2008,Male,White,16,Massachusetts,6468967,9.5,196
2008,Male,White,16,Massachusetts,6468967,9.5,196
2008,Male,White,73,Massachusetts,6468967,9.5,196
2008,Male,White,73,Massachusetts,6468967,9.5,196
2009,Male,White,461,Massachusetts,6517613,9.8,202
2009,Male,White,461,Massachusetts,6517613,9.8,202
2009,Male,White,43,Massachusetts,6517613,9.8,202
2009,Male,White,43,Massachusetts,6517613,9.8,202
2009,Male,White,18,Massachusetts,6517613,9.8,202
2009,Male,White,18,Massachusetts,6517613,9.8,202
2009,Male,White,60,Massachusetts,6517613,9.8,202
2009,Male,White,60,Massachusetts,6517613,9.8,202
2010,Male,White,411,Massachusetts,6547629,8.8,210
2010,Male,White,411,Massachusetts,6547629,8.8,210
2010,Male,White,31,Massachusetts,6547629,8.8,210
2010,Male,White,31,Massachusetts,6547629,8.8,210
2010,Male,White,21,Massachusetts,6547629,8.8,210
2010,Male,White,21,Massachusetts,6547629,8.8,210
2010,Male,White,66,Massachusetts,6547629,8.8,210
2010,Male,White,66,Massachusetts,6547629,8.8,210
2011,Male,White,491,Massachusetts,6587536,10.2,219
2011,Male,White,491,Massachusetts,6587536,10.2,219
2011,Male,White,48,Massachusetts,6587536,10.2,219
2011,Male,White,48,Massachusetts,6587536,10.2,219
2011,Male,White,13,Massachusetts,6587536,10.2,219
2011,Male,White,13,Massachusetts,6587536,10.2,219
2011,Male,White,101,Massachusetts,6587536,10.2,219
2011,Male,White,101,Massachusetts,6587536,10.2,219
2012,Male,White,475,Massachusetts,6646144,10.7,217
2012,Male,White,475,Massachusetts,6646144,10.7,217
2012,Male,White,50,Massachusetts,6646144,10.7,217
2012,Male,White,50,Massachusetts,6646144,10.7,217
2012,Male,White,13,Massachusetts,6646144,10.7,217
2012,Male,White,13,Massachusetts,6646144,10.7,217
2012,Male,White,80,Massachusetts,6646144,10.7,217
2012,Male,White,80,Massachusetts,6646144,10.7,217
2013,Male,White,624,Massachusetts,6692824,13.6,207
2013,Male,White,624,Massachusetts,6692824,13.6,207
2013,Male,White,43,Massachusetts,6692824,13.6,207
2013,Male,White,43,Massachusetts,6692824,13.6,207
2013,Male,White,12,Massachusetts,6692824,13.6,207
2013,Male,White,12,Massachusetts,6692824,13.6,207
2013,Male,White,74,Massachusetts,6692824,13.6,207
2013,Male,White,74,Massachusetts,6692824,13.6,207
2014,Male,White,821,Massachusetts,6745408,17.2,196
2014,Male,White,821,Massachusetts,6745408,17.2,196
2014,Male,White,36,Massachusetts,6745408,17.2,196
2014,Male,White,36,Massachusetts,6745408,17.2,196
2014,Male,White,64,Massachusetts,6745408,17.2,196
2014,Male,White,64,Massachusetts,6745408,17.2,196
2012,Female,American Indian or Alaska Native,12,Michigan,9883360,7.1,217
2012,Female,American Indian or Alaska Native,12,Michigan,9883360,7.1,217
1999,Female,Black or African American,22,Michigan,9897116,1.4,116
1999,Female,Black or African American,22,Michigan,9897116,1.4,116
1999,Female,Black or African American,12,Michigan,9897116,1.4,116
1999,Female,Black or African American,12,Michigan,9897116,1.4,116
1999,Female,Black or African American,35,Michigan,9897116,1.4,116
1999,Female,Black or African American,35,Michigan,9897116,1.4,116
2000,Female,Black or African American,31,Michigan,9938444,2,126
2000,Female,Black or African American,31,Michigan,9938444,2,126
2000,Female,Black or African American,12,Michigan,9938444,2,126
2000,Female,Black or African American,12,Michigan,9938444,2,126
2000,Female,Black or African American,41,Michigan,9938444,2,126
2000,Female,Black or African American,41,Michigan,9938444,2,126
2001,Female,Black or African American,35,Michigan,9991120,2.1,138
2001,Female,Black or African American,35,Michigan,9991120,2.1,138
2013,Female,White,83,Michigan,9895622,9.4,207
2013,Female,White,83,Michigan,9895622,9.4,207
2001,Female,Black or African American,11,Michigan,9991120,2.1,138
2001,Female,Black or African American,11,Michigan,9991120,2.1,138
2001,Female,Black or African American,45,Michigan,9991120,2.1,138
2001,Female,Black or African American,45,Michigan,9991120,2.1,138
2002,Female,Black or African American,36,Michigan,10015710,2.5,142
2002,Female,Black or African American,36,Michigan,10015710,2.5,142
2002,Female,Black or African American,17,Michigan,10015710,2.5,142
2002,Female,Black or African American,17,Michigan,10015710,2.5,142
2002,Female,Black or African American,49,Michigan,10015710,2.5,142
2002,Female,Black or African American,49,Michigan,10015710,2.5,142
2003,Female,Black or African American,36,Michigan,10041152,2.8,149
2003,Female,Black or African American,36,Michigan,10041152,2.8,149
2003,Female,Black or African American,16,Michigan,10041152,2.8,149
2003,Female,Black or African American,16,Michigan,10041152,2.8,149
2003,Female,Black or African American,51,Michigan,10041152,2.8,149
2003,Female,Black or African American,51,Michigan,10041152,2.8,149
2004,Female,Black or African American,40,Michigan,10055315,3.9,155
2004,Female,Black or African American,40,Michigan,10055315,3.9,155
2004,Female,Black or African American,45,Michigan,10055315,3.9,155
2004,Female,Black or African American,45,Michigan,10055315,3.9,155
2005,Female,Black or African American,43,Michigan,10051137,5.2,163
2005,Female,Black or African American,43,Michigan,10051137,5.2,163
2005,Female,Black or African American,14,Michigan,10051137,5.2,163
2005,Female,Black or African American,14,Michigan,10051137,5.2,163
2005,Female,Black or African American,44,Michigan,10051137,5.2,163
2005,Female,Black or African American,44,Michigan,10051137,5.2,163
2006,Female,Black or African American,47,Michigan,10036081,6.4,174
2006,Female,Black or African American,47,Michigan,10036081,6.4,174
2006,Female,Black or African American,10,Michigan,10036081,6.4,174
2006,Female,Black or African American,10,Michigan,10036081,6.4,174
2006,Female,Black or African American,36,Michigan,10036081,6.4,174
2006,Female,Black or African American,36,Michigan,10036081,6.4,174
2007,Female,Black or African American,56,Michigan,10001284,5.2,184
2007,Female,Black or African American,56,Michigan,10001284,5.2,184
2007,Female,Black or African American,11,Michigan,10001284,5.2,184
2007,Female,Black or African American,11,Michigan,10001284,5.2,184
2007,Female,Black or African American,25,Michigan,10001284,5.2,184
2007,Female,Black or African American,25,Michigan,10001284,5.2,184
2008,Female,Black or African American,47,Michigan,9946889,6.6,196
2008,Female,Black or African American,47,Michigan,9946889,6.6,196
2008,Female,Black or African American,12,Michigan,9946889,6.6,196
2008,Female,Black or African American,12,Michigan,9946889,6.6,196
2008,Female,Black or African American,40,Michigan,9946889,6.6,196
2008,Female,Black or African American,40,Michigan,9946889,6.6,196
2009,Female,Black or African American,55,Michigan,9901591,7.5,202
2009,Female,Black or African American,55,Michigan,9901591,7.5,202
2009,Female,Black or African American,11,Michigan,9901591,7.5,202
2009,Female,Black or African American,11,Michigan,9901591,7.5,202
2009,Female,Black or African American,10,Michigan,9901591,7.5,202
2009,Female,Black or African American,10,Michigan,9901591,7.5,202
2009,Female,Black or African American,26,Michigan,9901591,7.5,202
2009,Female,Black or African American,26,Michigan,9901591,7.5,202
2010,Female,Black or African American,68,Michigan,9883640,7.3,210
2010,Female,Black or African American,68,Michigan,9883640,7.3,210
2010,Female,Black or African American,15,Michigan,9883640,7.3,210
2010,Female,Black or African American,15,Michigan,9883640,7.3,210
2010,Female,Black or African American,30,Michigan,9883640,7.3,210
2010,Female,Black or African American,30,Michigan,9883640,7.3,210
2011,Female,Black or African American,62,Michigan,9876187,7.7,219
2011,Female,Black or African American,62,Michigan,9876187,7.7,219
2011,Female,Black or African American,10,Michigan,9876187,7.7,219
2011,Female,Black or African American,10,Michigan,9876187,7.7,219
2011,Female,Black or African American,19,Michigan,9876187,7.7,219
2011,Female,Black or African American,19,Michigan,9876187,7.7,219
2012,Female,Black or African American,52,Michigan,9883360,7.1,217
2012,Female,Black or African American,52,Michigan,9883360,7.1,217
2012,Female,Black or African American,25,Michigan,9883360,7.1,217
2012,Female,Black or African American,25,Michigan,9883360,7.1,217
2013,Female,Black or African American,57,Michigan,9895622,9.4,207
2013,Female,Black or African American,57,Michigan,9895622,9.4,207
2013,Female,Black or African American,20,Michigan,9895622,9.4,207
2013,Female,Black or African American,20,Michigan,9895622,9.4,207
2014,Female,Black or African American,88,Michigan,9909877,10.9,196
2014,Female,Black or African American,88,Michigan,9909877,10.9,196
2014,Female,Black or African American,12,Michigan,9909877,10.9,196
2014,Female,Black or African American,12,Michigan,9909877,10.9,196
2014,Female,Black or African American,12,Michigan,9909877,10.9,196
2014,Female,Black or African American,12,Michigan,9909877,10.9,196
2014,Female,Black or African American,19,Michigan,9909877,10.9,196
2014,Female,Black or African American,19,Michigan,9909877,10.9,196
1999,Female,White,50,Michigan,9897116,1.4,116
1999,Female,White,50,Michigan,9897116,1.4,116
1999,Female,White,53,Michigan,9897116,1.4,116
1999,Female,White,53,Michigan,9897116,1.4,116
1999,Female,White,38,Michigan,9897116,1.4,116
1999,Female,White,38,Michigan,9897116,1.4,116
1999,Female,White,27,Michigan,9897116,1.4,116
1999,Female,White,27,Michigan,9897116,1.4,116
2000,Female,White,51,Michigan,9938444,2,126
2000,Female,White,51,Michigan,9938444,2,126
2000,Female,White,54,Michigan,9938444,2,126
2000,Female,White,54,Michigan,9938444,2,126
2000,Female,White,51,Michigan,9938444,2,126
2000,Female,White,51,Michigan,9938444,2,126
2000,Female,White,49,Michigan,9938444,2,126
2000,Female,White,49,Michigan,9938444,2,126
2001,Female,White,71,Michigan,9991120,2.1,138
2001,Female,White,71,Michigan,9991120,2.1,138
2001,Female,White,66,Michigan,9991120,2.1,138
2001,Female,White,66,Michigan,9991120,2.1,138
2001,Female,White,56,Michigan,9991120,2.1,138
2001,Female,White,56,Michigan,9991120,2.1,138
2001,Female,White,46,Michigan,9991120,2.1,138
2001,Female,White,46,Michigan,9991120,2.1,138
2002,Female,White,102,Michigan,10015710,2.5,142
2002,Female,White,102,Michigan,10015710,2.5,142
2002,Female,White,61,Michigan,10015710,2.5,142
2002,Female,White,61,Michigan,10015710,2.5,142
2002,Female,White,68,Michigan,10015710,2.5,142
2002,Female,White,68,Michigan,10015710,2.5,142
2002,Female,White,48,Michigan,10015710,2.5,142
2002,Female,White,48,Michigan,10015710,2.5,142
2003,Female,White,103,Michigan,10041152,2.8,149
2003,Female,White,103,Michigan,10041152,2.8,149
2003,Female,White,73,Michigan,10041152,2.8,149
2003,Female,White,73,Michigan,10041152,2.8,149
2003,Female,White,89,Michigan,10041152,2.8,149
2003,Female,White,89,Michigan,10041152,2.8,149
2003,Female,White,46,Michigan,10041152,2.8,149
2003,Female,White,46,Michigan,10041152,2.8,149
2004,Female,White,133,Michigan,10055315,3.9,155
2004,Female,White,133,Michigan,10055315,3.9,155
2004,Female,White,63,Michigan,10055315,3.9,155
2004,Female,White,63,Michigan,10055315,3.9,155
2004,Female,White,76,Michigan,10055315,3.9,155
2004,Female,White,76,Michigan,10055315,3.9,155
2004,Female,White,49,Michigan,10055315,3.9,155
2004,Female,White,49,Michigan,10055315,3.9,155
2005,Female,White,180,Michigan,10051137,5.2,163
2005,Female,White,180,Michigan,10051137,5.2,163
2005,Female,White,85,Michigan,10051137,5.2,163
2005,Female,White,85,Michigan,10051137,5.2,163
2005,Female,White,60,Michigan,10051137,5.2,163
2005,Female,White,60,Michigan,10051137,5.2,163
2005,Female,White,80,Michigan,10051137,5.2,163
2005,Female,White,80,Michigan,10051137,5.2,163
2006,Female,White,235,Michigan,10036081,6.4,174
2006,Female,White,235,Michigan,10036081,6.4,174
2006,Female,White,79,Michigan,10036081,6.4,174
2006,Female,White,79,Michigan,10036081,6.4,174
2006,Female,White,74,Michigan,10036081,6.4,174
2006,Female,White,74,Michigan,10036081,6.4,174
2006,Female,White,106,Michigan,10036081,6.4,174
2006,Female,White,106,Michigan,10036081,6.4,174
2007,Female,White,238,Michigan,10001284,5.2,184
2007,Female,White,238,Michigan,10001284,5.2,184
2007,Female,White,82,Michigan,10001284,5.2,184
2007,Female,White,82,Michigan,10001284,5.2,184
2007,Female,White,70,Michigan,10001284,5.2,184
2007,Female,White,70,Michigan,10001284,5.2,184
2007,Female,White,61,Michigan,10001284,5.2,184
2007,Female,White,61,Michigan,10001284,5.2,184
2008,Female,White,262,Michigan,9946889,6.6,196
2008,Female,White,262,Michigan,9946889,6.6,196
2008,Female,White,82,Michigan,9946889,6.6,196
2008,Female,White,82,Michigan,9946889,6.6,196
2008,Female,White,79,Michigan,9946889,6.6,196
2008,Female,White,79,Michigan,9946889,6.6,196
2008,Female,White,77,Michigan,9946889,6.6,196
2008,Female,White,77,Michigan,9946889,6.6,196
2009,Female,White,288,Michigan,9901591,7.5,202
2009,Female,White,288,Michigan,9901591,7.5,202
2009,Female,White,78,Michigan,9901591,7.5,202
2009,Female,White,78,Michigan,9901591,7.5,202
2009,Female,White,96,Michigan,9901591,7.5,202
2009,Female,White,96,Michigan,9901591,7.5,202
2009,Female,White,82,Michigan,9901591,7.5,202
2009,Female,White,82,Michigan,9901591,7.5,202
2010,Female,White,307,Michigan,9883640,7.3,210
2010,Female,White,307,Michigan,9883640,7.3,210
2010,Female,White,114,Michigan,9883640,7.3,210
2010,Female,White,114,Michigan,9883640,7.3,210
2010,Female,White,85,Michigan,9883640,7.3,210
2010,Female,White,85,Michigan,9883640,7.3,210
2010,Female,White,80,Michigan,9883640,7.3,210
2010,Female,White,80,Michigan,9883640,7.3,210
2011,Female,White,316,Michigan,9876187,7.7,219
2011,Female,White,316,Michigan,9876187,7.7,219
2011,Female,White,69,Michigan,9876187,7.7,219
2011,Female,White,69,Michigan,9876187,7.7,219
2011,Female,White,90,Michigan,9876187,7.7,219
2011,Female,White,90,Michigan,9876187,7.7,219
2011,Female,White,87,Michigan,9876187,7.7,219
2011,Female,White,87,Michigan,9876187,7.7,219
2012,Female,White,311,Michigan,9883360,7.1,217
2012,Female,White,311,Michigan,9883360,7.1,217
2012,Female,White,80,Michigan,9883360,7.1,217
2012,Female,White,80,Michigan,9883360,7.1,217
2012,Female,White,99,Michigan,9883360,7.1,217
2012,Female,White,99,Michigan,9883360,7.1,217
2012,Female,White,88,Michigan,9883360,7.1,217
2012,Female,White,88,Michigan,9883360,7.1,217
2013,Female,White,377,Michigan,9895622,9.4,207
2013,Female,White,377,Michigan,9895622,9.4,207
2013,Female,White,90,Michigan,9895622,9.4,207
2013,Female,White,90,Michigan,9895622,9.4,207
2013,Female,White,60,Michigan,9895622,9.4,207
2013,Female,White,60,Michigan,9895622,9.4,207
2014,Female,White,393,Michigan,9909877,10.9,196
2014,Female,White,393,Michigan,9909877,10.9,196
2014,Female,White,90,Michigan,9909877,10.9,196
2014,Female,White,90,Michigan,9909877,10.9,196
2014,Female,White,106,Michigan,9909877,10.9,196
2014,Female,White,106,Michigan,9909877,10.9,196
2014,Female,White,74,Michigan,9909877,10.9,196
2014,Female,White,74,Michigan,9909877,10.9,196
2013,Male,American Indian or Alaska Native,12,Michigan,9895622,9.4,207
2013,Male,American Indian or Alaska Native,12,Michigan,9895622,9.4,207
2014,Male,American Indian or Alaska Native,17,Michigan,9909877,10.9,196
2014,Male,American Indian or Alaska Native,17,Michigan,9909877,10.9,196
1999,Male,Black or African American,36,Michigan,9897116,1.4,116
1999,Male,Black or African American,36,Michigan,9897116,1.4,116
1999,Male,Black or African American,71,Michigan,9897116,1.4,116
1999,Male,Black or African American,71,Michigan,9897116,1.4,116
2000,Male,Black or African American,47,Michigan,9938444,2,126
2000,Male,Black or African American,47,Michigan,9938444,2,126
2000,Male,Black or African American,14,Michigan,9938444,2,126
2000,Male,Black or African American,14,Michigan,9938444,2,126
2000,Male,Black or African American,82,Michigan,9938444,2,126
2000,Male,Black or African American,82,Michigan,9938444,2,126
2001,Male,Black or African American,54,Michigan,9991120,2.1,138
2001,Male,Black or African American,54,Michigan,9991120,2.1,138
2001,Male,Black or African American,17,Michigan,9991120,2.1,138
2001,Male,Black or African American,17,Michigan,9991120,2.1,138
2001,Male,Black or African American,94,Michigan,9991120,2.1,138
2001,Male,Black or African American,94,Michigan,9991120,2.1,138
2002,Male,Black or African American,57,Michigan,10015710,2.5,142
2002,Male,Black or African American,57,Michigan,10015710,2.5,142
2002,Male,Black or African American,19,Michigan,10015710,2.5,142
2002,Male,Black or African American,19,Michigan,10015710,2.5,142
2002,Male,Black or African American,94,Michigan,10015710,2.5,142
2002,Male,Black or African American,94,Michigan,10015710,2.5,142
2003,Male,Black or African American,46,Michigan,10041152,2.8,149
2003,Male,Black or African American,46,Michigan,10041152,2.8,149
2003,Male,Black or African American,11,Michigan,10041152,2.8,149
2003,Male,Black or African American,11,Michigan,10041152,2.8,149
2003,Male,Black or African American,67,Michigan,10041152,2.8,149
2003,Male,Black or African American,67,Michigan,10041152,2.8,149
2004,Male,Black or African American,46,Michigan,10055315,3.9,155
2004,Male,Black or African American,46,Michigan,10055315,3.9,155
2004,Male,Black or African American,11,Michigan,10055315,3.9,155
2004,Male,Black or African American,11,Michigan,10055315,3.9,155
2004,Male,Black or African American,72,Michigan,10055315,3.9,155
2004,Male,Black or African American,72,Michigan,10055315,3.9,155
2005,Male,Black or African American,73,Michigan,10051137,5.2,163
2005,Male,Black or African American,73,Michigan,10051137,5.2,163
